사번,논문제목,게재년월,저자역할,val_title,val_rank,,
205105,Recent progresses of fabrication and characterization of fibers-reinforced composites: A review,201905,corresponding author,valid,valid,,
205105,Effect of silver-plated expanded graphite addition on thermal and electrical conductivities of epoxy composites in the presence of graphite and copper,201911,corresponding author,unknown--,unknown--,,
205105,Preparation and characterization of mesophase formation of pyrolysis fuel oil-derived binder pitches for carbon composites,201911,공동,valid,valid,,
205105,Influence of heat treatment temperature on structure and exothermic properties of electroless Ni-P plating carbon fiber heating elements,201912,corresponding author,valid,invalid,,
205105,Facile design of a domestic thermoelectric generator by tailoring the thermoelectric performance of volume-controlled expanded graphite/PVDF composites,201912,corresponding author,valid,valid,,
205105,Effects of ozonized carbon black on fracture and post-cracking toughness of carbon fiber-reinforced epoxy composites,201912,corresponding author,valid,valid,,
205105,Effect of electroless nickel plating on electromagnetic interference shilding effectiveness of pitch-based carbon papers/epoxy composites,201907,corresponding author,unknown--,unknown--,,
205105,Effects of Pore Structure on n-Butane Adsorption Characteristics of Polymer-Based Activated Carbon,201908,corresponding author,valid,invalid,,
205105,MoS2/CdS/TiO2 ternary composite incorporated into carbon nanofibers for the removal of organic pollutants from water,201909,corresponding author,unknown--,unknown--,,
205105,Chemically modified activated carbon decorated with MnO2 nanocomposites for improving lithium adsorption and recovery from aqueous media,201910,corresponding author,valid,valid,,
205105,Simple model for hydrolytic degradation of poly(lactic acid)/poly(ethylene oxide)/carbon nanotubes nanobiosensor in neutral phosphate-buffered saline solution,201909,corresponding author,valid,invalid,,
205105,Stabilizing CuPd bimetallic alloy nanoparticles deposited on holey carbon nitride for selective hydroxylation of benzene to phenol,201912,corresponding author,valid,valid,,
205105,Synthesis of polyethylenimine-impregnated titanate nanotubes for CO2 capture: Influence of porosity and nitrogen content on amine-modified adsorbents,201909,corresponding author,valid,valid,,
205105,Environmental remediation by microporous carbon: An efficient contender for CO2 and methylene blue adsorption,201910,corresponding author,valid,valid,,
205105,In vitro antiproliferative study of curcumin loaded nano zeolitic imidazolate framework hybrid biomaterials on HeLa cells,201908,corresponding author,valid,invalid,,
205105,Preparation and Characterization of Mesoporous TiO2 Sphere/g-C3N4 Nanosheets for Photocatalytic Behaviors,201906,corresponding author,unknown--,unknown--,,
205105,Conventional and Microwave Hydrothermal Synthesis and Application of Functional Materials: A Review,201905,corresponding author,valid,valid,,
205105,Thermal and Mechanical Interfacial Behaviors of Graphene Oxide-Reinforced Epoxy Composites Cured by Thermal Latent Catalyst,201906,corresponding author,valid,valid,,
205105,Recent Advances in Carbonaceous Photocatalysts with Enhanced Photocatalytic Performances: A Mini Review,201909,corresponding author,valid,valid,,
205105,"Deformation of Single Crystals, Polycrystalline Materials, and Thin Films: A Review",201909,corresponding author,valid,valid,,
205105,Functionalized Carbon Materials for Electronic Devices: A Review,201903,corresponding author,valid,valid,,
205105,Fabrication of MoO3 Nanowire-Based Membrane Devices for the Selective Adsorption of Cationic Dyes from Aqueous Solutions with High Performance and Reusability,201905,corresponding author,valid,valid,,
205105,Carbon-Filled Organic Phase-Change Materials for Thermal Energy Storage: A Review,201906,corresponding author,valid,valid,,
205105,Mesopore-Rich Activated Carbons for Electrical Double-Layer Capacitors by Optimal Activation Condition,201901,corresponding author,valid,invalid,,
205105,Activated Carbons from Thermoplastic Precursors and Their Energy Storage Applications,201904,corresponding author,valid,invalid,,
205105,Pitch-Derived Activated Carbon Fibers for Emission Control of Low-Concentration Hydrocarbon,201907,corresponding author,valid,invalid,,
205105,Imidazolium-optimized conductive interfaces in multilayer graphene nanoplatelet/epoxy composites for thermal management applications and electroactive devices,201911,corresponding author,valid,valid,,
205105,Recent Advances in Organic Thermoelectric Materials: Principle Mechanisms and Emerging Carbon-Based Green Energy Materials,201902,corresponding author,valid,invalid,,
205105,TiO2 NPs Assembled into a Carbon Nanofiber Composite Electrode by a One-Step Electrospinning Process for Supercapacitor Applications,201904,corresponding author,valid,invalid,,
205105,Flexible Organic Thermoelectric Materials and Devices for Wearable Green Energy Harvesting,201906,corresponding author,valid,valid,,
205105,Effect of Triblock Copolymer on Carbon-Based Boron Nitride Whiskers for Efficient CO2 Adsorption,201908,corresponding author,valid,invalid,,
205105,Recent Trends of Foaming in Polymer Processing: A Review,201908,corresponding author,valid,invalid,,
205105,One-Step Synthesis of Silver Nanoparticles Embedded Polyurethane Nano-Fiber/Net Structured Membrane as an Effective Antibacterial Medium,201910,corresponding author,valid,invalid,,
205105,Effect of Morphology of Calcium Carbonate on Toughness Behavior and Thermal Stability of Epoxy-Based Composites,201902,corresponding author,valid,valid,,
205105,Comparison studies on pore development mechanisms of activated hard carbons from polymeric resins and their applications for electrode materials,201910,corresponding author,valid,invalid,,
205105,A developed equation for electrical conductivity of polymer carbon nanotubes (CNT) nanocomposites based on Halpin-Tsai model,201903,corresponding author,valid,invalid,,
205105,Modeling the roles of carbon nanotubes and interphase dimensions in the conductivity of nanocomposites,201905,corresponding author,valid,invalid,,
205105,Implication of thermally conductive nanodiamond-interspersed graphite nanoplatelet hybrids in thermoset composites with superior thermal management capability,201911,corresponding author,valid,valid,,
205105,The formation mechanism of Li4Ti5O12-y solid solutions prepared by carbothermal reduction and the effect of Ti3+ on electrochemical performance,201910,corresponding author,unknown--,unknown--,,
205105,Ozonization of SWCNTs on thermal/mechanical properties of basalt fiber-reinforced composites,201905,corresponding author,valid,valid,,
205105,Drug Delivery Applications of Core-Sheath Nanofibers Prepared by Coaxial Electrospinning: A Review,201907,corresponding author,valid,valid,,
205105,Flexural Properties and Electrical Conductivity of Epoxy Resin/Carbon Fiber Cloth/Metallic Powder Composites,201901,corresponding author,valid,invalid,,
205105,Kinetic models of swelling and thermal stability of silver/poly(vinyl Check far alcohol)/chitosan/graphene hydrogels,201908,corresponding author,unknown--,unknown--,,
205105,Effect of polydopamine-modified reduced graphene oxides on the catalytic activity of Pt nanoparticles catalysts for fuel cell electrodes,201912,공동,valid,valid,,
205105,Synthesis and electrochemical characterization of nanostructured Ni-Co-MOF/graphene oxide composites as capacitor electrodes,201912,corresponding author,valid,invalid,,
205105,Preparation and Electrochemical Behaviors of Petal-like Nickel Cobaltite/Reduced Graphene Oxide Composites for Supercapacitor Electrodes,201912,corresponding author,valid,invalid,,
205108,낭만주의·경성제국대학·이중어 글쓰기 -김윤식의 최재서 연구에 관한 몇 개의 주석,201908,제1저자,unknown--,unknown--,,
206113,Energy-aware RAID scheduling methods in distributed storage applications,201906,corresponding author,valid,valid,,
206113,EOG-based eye tracking protocol using baseline drift removal algorithm for long-term eye movement detection,201904,corresponding author,valid,valid,,
206113,EEG 기반 감정인식을 위한 주석 레이블링과 EEG Topography 레이블링 기법의 비교 고찰,201906,corresponding author,unknown--,unknown--,,
206113,sEMG-signal and IMU sensor-based gait sub-phase detection and prediction using a user-adaptive classifier,201911,corresponding author,valid,valid,,
206114,Graph Laplacian-based leaderless consensus for multi-agent systems in T-S form,201901,corresponding author,valid,valid,,
206114,Sampled-data control of underwater gliders: digital redesign approach,201906,corresponding author,unknown--,unknown--,,
206114,타카기-수게노 형태의 양성 비선형시스템을 위한 강인 - / - 정적출력궤환 제어기 설계,201910,corresponding author,unknown--,unknown--,,
206115,Efficient video quality assessment for on-demand video transcoding using intensity variation analysis,201904,corresponding author,valid,valid,,
206117,A Hybrid Neural Network Model for Power Demand Forecasting,201903,corresponding author,valid,valid,,
206117,제1형 당뇨병 청소년의 혈당관리 및 삶의 질 향상을 위한 스마트폰 어플리케이션 스마트버디의 개발 및 사용성 평가,201901,공동,unknown--,unknown--,,
206117,Pressure-Pair-Based Floor Localization System Using Barometric Sensors on Smartphones,201908,corresponding author,valid,valid,,
206117,터널 내 측위를 위한 BLE 비콘 기반 선형측위 기법,201912,corresponding author,unknown--,unknown--,,
206118,Development of Remodeling Index Model to Predict Priority of Large-Scale Repair Works of Deteriorated Expressway Concrete Pavements in Korea,201905,corresponding author,valid,valid,,
206118,Development of representative section selection method for large-scale concrete pavement remodeling project based on trial and error correction approach,201901,corresponding author,valid,valid,,
206118,Airport concrete pavement design by environmental and double dual tandem gear loadings,201908,corresponding author,valid,valid,,
206118,Long-term performance of fiber-grid-reinforced asphalt overlay pavements: A case study of Korean national highways,201908,corresponding author,valid,valid,,
206118,아스팔트 혼합물의 저온 응력 계산을 위한 BBR 혼합물 크리프 시험법의 유용성에 대한 고찰,201908,공동,unknown--,unknown--,,
206118,환경하중을 적용한 공항 콘크리트 포장의 역학적 설계법 연구,201912,corresponding author,unknown--,unknown--,,
206121,Testing legislative shirking in a new setting: the case of lame duck sessions in the Korean National Assembly,201903,corresponding author,valid,valid,,
206121,"변화하는 한반도 환경하에서의 우리 국민의 통일인식 분석: 현대적 성차, 국가 자부심, 통일효용 인식",201905,corresponding author,unknown--,unknown--,,
206121,반드시 이겨라 그러나 싸우지는 마라 : 대의민주주의에 대한 한국 유권자의 이중적 속성,201906,제1저자,unknown--,unknown--,,
206121,통일의식에서의 영호남 지역 차에 대한 경험적 분석,201908,corresponding author,unknown--,unknown--,,
206121,중국 민주당파의 정치적 성격과 역할 변화: 실체에서 그림자로,201912,corresponding author,unknown--,unknown--,,
206122,국내에 거주하는 젊은 중국인들의 문화 가치 형성과 대인 접촉도,201902,제1저자,unknown--,unknown--,,
206122,한류 영상물과 중국인들,201909,제1저자,unknown--,unknown--,,
206124,트랜스문화론의 변주 (IV): <트랜스-링구아/링구얼/쿨투라>에 관한 단상,201909,제1저자,unknown--,unknown--,,
206135,4차 산업시대의 인문학적 사고와 테크노-구조주의,201902,제1저자,unknown--,unknown--,,
206135,기술의 발전에 따른 미래 일자리에 대한 예측 모델에 관한 연구,201906,corresponding author,unknown--,unknown--,,
206135,漢字符號的象似性?究,201912,corresponding author,unknown--,unknown--,,
206137,남녀대학생의 한복대여행태 및 한복대여의도 영향요인,201902,corresponding author,unknown--,unknown--,,
206137,키워드 네트워크 분석을 통한 「패션비즈니스」 연구 동향 -패션마케팅 및 디자인 분야를 중심으로-,201907,제1저자,unknown--,unknown--,,
206138,Effects of work-life balance on the turnover intention of nurses compared to paid female workers,201901,공동,valid,valid,,
206138,도시와 농촌 청소년의 비만에 영향을 미치는 요인: 2013 청소년 건강행태 조사결과를 중심으로,201904,공동,unknown--,unknown--,,
206138,Screen Time and Cardiovascular Risks Among Middle-Aged Women,201911,제1저자,valid,valid,,
206139,대학입학사정관의 평가전문지식에 관한 휴리스틱 과제분석 연구,201903,corresponding author,unknown--,unknown--,,
206139,체제적 학교혁신을 위한 진단도구 개발 및 타당화 연구,201906,corresponding author,unknown--,unknown--,,
206139,혁신학교와 일반학교 교사가 인식한 학교혁신 현황 및 과제: 중요도-수행도 차이분석을 중심으로,201906,제1저자,unknown--,unknown--,,
206139,과정중심평가를 위한 국가별 학교 평가혁신 사례분석,201908,corresponding author,unknown--,unknown--,,
206139,What Kind of Job Characteristics are Important for Improving Students’ Competencies in Co-op Education : KoreaTech IPP Case,201912,공동,unknown--,unknown--,,
206140,스마트 팩토리를 위한 IoT 디바이스 기반의 데이터 수집과 비 면허 주파수 대역의 무선 네트워크,201902,corresponding author,unknown--,unknown--,,
206140,Deep learning based non-line-of-sight identification with sub-1GHz narrow band frequency,201912,corresponding author,valid,invalid,,
206155,Implementation of Optimal Scheduling Algorithm for Multi-Functional Battery Energy Storage System,201904,corresponding author,valid,valid,,
206155,Development of a Two-Stage ESS-Scheduling Model for Cost Minimization Using Machine Learning-Based Load Prediction Techniques,201906,공동,valid,valid,,
206155,A Novel Plant Propagation-Based Cascaded Fractional Order PI Controller for Optimal Operation of Grid-Connected Single-Stage Three-Phase Solar Photovoltaic System,201910,corresponding author,valid,valid,,
206155,Economic Routing of Electric Vehicles using Dynamic Pricing in Consideration of System Voltage,201910,corresponding author,valid,valid,,
206576,Study on Parasite Effect with Strapdown Seeker in Consideration of Time Delay,201906,corresponding author,valid,invalid,,
206576,2축 김발 위에 장착된 비축탐색기를 위한 시선각속도 계산,201903,corresponding author,unknown--,unknown--,,
206576,유무인기 협업 기반의 SEAD 임무 수행절차 분석,201909,corresponding author,unknown--,unknown--,,
206576,동적 무장할당 문제에서의 GRASP 알고리즘 연구,201912,corresponding author,unknown--,unknown--,,
206576,고고도에서의 피탐성 최소화 유도탄 최적자세 연구,201912,corresponding author,unknown--,unknown--,,
206576,기본체계모델 기반 해상도 별 유도 무기체계 컴포넌트 설계,201909,corresponding author,unknown--,unknown--,,
206577,로지스틱 회귀분석과 인공신경망을 이용한 유방암 분류 모델 비교연구,201901,corresponding author,unknown--,unknown--,,
206577,An effective High Recall Retrieval method,201909,corresponding author,valid,valid,,
206577,A Flexible Query Answering System for Movie Analytics,201908,corresponding author,valid,invalid,,
206579,A Machine Learning Approach to Fitting Prescription for Hearing Aids,201906,corresponding author,valid,valid,,
206579,합성곱 신경망을 이용한 보청기 환경잡음 분류 알고리즘,201911,corresponding author,unknown--,unknown--,,
206580,Entropy-based pruning method for convolutional neural networks,201906,corresponding author,valid,valid,,
206580,Code authorship identification using convolutional neural networks,201906,공동,valid,valid,,
206581,CHERN-SIMONS GAUGED SIGMA MODEL INTO H-2 AND ITS SELF-DUAL EQUATIONS,201908,제1저자,valid,valid,,
206581,Existence of Radial Mixed Type Solutions in Chern-Simons Theories of Rank 2 in R-2,201908,제1저자,unknown--,unknown--,,
206582,Magneto-optic property measurement of bismuth substituted yttrium iron garnet films prepared by metal-organic-decomposition method at the 1310-nm and 1550-nm wavelengths,201908,공동,valid,valid,,
206584,"디자인사고 프로세스를 활용한 문제중심 활동이 예비영어교사들의 교수불안감, 회복탄력성, 창의적 문제해결능력에 미치는 영향",201903,제1저자,unknown--,unknown--,,
206584,기능통합적 영문독해 수업이 대학생의 영어학습 불안감과 영어학습에 대한 인식에 미치는 영향,201909,제1저자,unknown--,unknown--,,
206592,방정환의 ?참된 동정?에 나타난‘빵과 장미’의 상상력,201911,제1저자,unknown--,unknown--,,
206593,응우옌 왕조의 만상(萬象) 대응 추이: ‘속국’ 방기와 영토 획득,201908,제1저자,unknown--,unknown--,,
206600,남녀 청소년의 심폐지구력 평가를 위한 Step test 추정식의 일치도 평가,201902,corresponding author,unknown--,unknown--,,
206600,"Effects of Acute Exercise on Mitochondrial Function, Dynamics, and Mitophagy in Rat Cardiac and Skeletal Muscles",201902,공동,valid,valid,,
206600,운동과학 학술지에 대한 오해와 진실,201902,제1저자,unknown--,unknown--,,
206600,Lactate overload inhibits myogenic activity in C2C12 myotubes,201903,corresponding author,valid,invalid,,
206600,Roles of myokines in exercise-induced improvement of neuropsychiatric function,201901,공동,valid,valid,,
206600,New 20 m Progressive Shuttle Test Protocol and Equation for Predicting the Maximal Oxygen Uptake of Korean Adolescents Aged 13-18 Years,201906,corresponding author,valid,valid,,
206600,Effects of a single bout of exercise on mitochondria-mediated apoptotic signaling in rat cardiac and skeletal muscles,201908,공동,valid,valid,,
206600,"일회성 저항운동에 대한 남녀 대학생의 운동자각도, 대사 및 호르몬 반응",201908,corresponding author,unknown--,unknown--,,
206600,Enrichment of Exosome-Like Extracellular Vesicles from Plasma Suitable for Clinical Vesicular miRNA Biomarker Research,201911,공동,unknown--,unknown--,,
206600,Position Statement: Exercise Guidelines to Increase Peak Bone Mass in Adolescents,201912,corresponding author,valid,valid,,
206600,The Effects of Anterior Cruciate Ligament Reconstruction on Individual Quadriceps Muscle Thickness and Circulating Biomarkers,201912,공동,valid,valid,,
206619,물류기업의 물류플랫폼 참여가 기업성과에 미치는 영향에 관한 연구,201906,corresponding author,unknown--,unknown--,,
206619,국제해운환경 변화요인의 추출 및 중요도 평가,201912,corresponding author,unknown--,unknown--,,
206620,Liner Ship Routing with Speed and Fleet Size Optimization,201903,제1저자,valid,valid,,
206620,Efficiency Analysis of Logistics Centers Dedicated to Retail Type: A Case of a Korean Distribution Company,201903,corresponding author,valid,valid,,
206620,다특성 차량경로문제에 대한 휴리스틱 알고리즘 : 국내 복합사료 업체 사례,201903,corresponding author,unknown--,unknown--,,
206621,Reliability Analysis and Optimization of Cold Chain Distribution System for Fresh Agricultural Products,201907,corresponding author,valid,valid,,
207114,고객무례경험이 직무열의를 매개로 서비스 성과에 미치는 효과: 고객파워와 직무자율성의 역할을 중심으로,201907,공동,unknown--,unknown--,,
207114,고객접점직원의 고객무례경험이 서비스 성과에 미치는 효과: 감정소진과 정서조절역량의 역할을 중심으로,201908,제1저자,invalid (0.13),valid,,
207114,저비용항공사 승무원의 지각된 직무불안전성이 안전동기와 안전행동에 미치는 효과 : 동료와 고객으로부터 오는 무례경험의 조절효과,201910,제1저자,unknown--,unknown--,,
207115,Quantifying the impact of low-cost carriers on international air passenger movements to and from major airports in Asia,201901,공동,valid,valid,,
207116,대표 교량을 이용한 국내 철근콘크리트 교량의 지진취약성 분석 방법,201912,공동,unknown--,unknown--,,
207117,Earth rotation deceleration/acceleration due to semidiurnal oceanic/atmospheric tides: Revisited with new calculation,201901,공동,valid,valid,,
207117,Empirical Orthogonal Function analysis and modeling of ionospheric TEC over South Korean region,201905,corresponding author,valid,valid,,
207117,Coordinate transformation parameters in Nepal by using neural network and SVD methods,201908,공동,unknown--,unknown--,,
207117,Contemporary deformation and seismicity analysis in Southwest Japan during 2010-2018 based on GNSS measurements,201909,corresponding author,valid,valid,,
207117,Linear time-series modeling of the GNSS based TEC variations over Southwest Japan during 2011-2018 and comparison against ARMA and GIM models,201909,corresponding author,valid,valid,,
207117,GIPSY-OASIS기반 GPS 정밀 궤도 추정,201912,corresponding author,unknown--,unknown--,,
207118,Predictive gas sensor based on thermal fingerprints from Pt-SnO2 nanowires,201901,corresponding author,valid,invalid,,
207118,Effect of temperature on gas sensing properties of lithium (Li) substituted (NiFe2O4) nickel ferrite thin film,201901,corresponding author,valid,invalid,,
207118,Enhancement of H2S sensing performance of p-CuO nanofibers by loading p-reduced graphene oxide nanosheets,201901,corresponding author,valid,invalid,,
207118,"Synthesis, Characterization and Gas-Sensing Properties of Pristine and SnS2 Functionalized TeO2 Nanowires",201901,corresponding author,unknown--,unknown--,,
207118,Improving the hydrogen sensing properties of SnO2 nanowire-based conductometric sensors by Pd-decoration,201902,corresponding author,valid,invalid,,
207118,Combination of Pd loading and electron beam irradiation for superior hydrogen sensing of electrospun ZnO nanofibers,201902,corresponding author,valid,invalid,,
207118,Promotional effects of ZnO-branching and Au-functionalization on the surface of SnO2 nanowires for NO2 sensing,201902,corresponding author,valid,valid,,
207118,Enhanced Hydrogen Detection in ppb-Level by Electrospun SnO2-Loaded ZnO Nanofibers,201902,corresponding author,valid,valid,,
207118,Highly efficient hydrogen sensors based on Pd nanoparticles supported on boron nitride coated ZnO nanowires,201903,corresponding author,valid,invalid,,
207118,Selective H2S-sensing performance of Si nanowires through the formation of ZnO shells with Au functionalization,201903,corresponding author,valid,valid,,
207118,Exploration of the use of p-TeO2-branch/n-SnO2 core nanowires nanocomposites for gas sensing,201904,corresponding author,valid,valid,,
207118,Incorporation of Pt Nanoparticles on the Surface of TeO2-Branched Porous Si Nanowire Structures for Enhanced Room-Temperature Gas Sensing,201904,corresponding author,unknown--,unknown--,,
207118,Gasochromic WO3 Nanostructures for the Detection of Hydrogen Gas: An Overview,201904,corresponding author,valid,invalid,,
207118,Design of supersensitive and selective ZnO-nanofiber-based sensors for H-2 gas sensing by electron-beam irradiation,201905,corresponding author,valid,invalid,,
207118,Enhancement of CO and NO2 sensing in n-SnO2-p-Cu2O core-shell nanofibers by shell optimization,201905,corresponding author,valid,invalid,,
207118,Toluene- and benzene-selective gas sensors based on Pt- and Pd-functionalized ZnO nanowires in self-heating mode,201905,corresponding author,valid,invalid,,
207118,New type of doping effect via metallization of surface reduction in SnO2,201905,corresponding author,valid,invalid,,
207118,Realization of Au-decorated WS2 nanosheets as low power-consumption and selective gas sensors,201906,corresponding author,valid,invalid,,
207118,Incorporation of metal nanoparticles in soda-lime glass sensors for enhancing selective sensing,201905,corresponding author,valid,invalid,,
207118,An overview on how Pd on resistive-based nanomaterial gas sensors can enhance response toward hydrogen gas,201905,corresponding author,valid,valid,,
207118,Low-Voltage-Driven Sensors Based on ZnO Nanowires for Room-Temperature Detection of NO2 and CO Gases,201906,corresponding author,valid,invalid,,
207118,Pd functionalization on ZnO nanowires for enhanced sensitivity and selectivity to hydrogen gas,201906,corresponding author,valid,invalid,,
207118,Fast Semiconductor-Metal Bidirectional Transition by Flame Chemical Vapor Deposition,201906,공동,valid,valid,,
207118,Sub-ppm Formaldehyde Detection by n-n TiO2@SnO2 Nanocomposites,201907,공동,valid,valid,,
207118,Gas Sensing Properties of Mg-Incorporated Metal-Organic Frameworks,201907,corresponding author,valid,invalid,,
207118,Atomic layer deposition (ALD) on inorganic or polymeric membranes,201907,corresponding author,invalid (0.30),invalid,,
207118,"Role of Ruthenium in the Dielectric, Magnetic Properties of Nickel Ferrite (Ru-NiFe2O4) Nanoparticles and Their Application in Hydrogen Sensors",201907,corresponding author,valid,invalid,,
207118,Improvement of NO2 Sensing Properties in Pd Functionalized Reduced Graphene Oxides by Electron-Beam Irradiation,201908,corresponding author,valid,invalid,,
207118,Realization of H2S sensing by Pd-functionalized networked CuO nanowires in self-heating mode,201908,corresponding author,valid,invalid,,
207118,Selective H2S sensing without external heat by a synergy effect in self-heated CuO-functionalized SnO2-ZnO core-shell nanowires,201908,corresponding author,valid,invalid,,
207118,Room-temperature NO2 sensor based on electrochemically etched porous silicon,201908,corresponding author,valid,valid,,
207118,Atomic-Layered Tungsten Diselenide-Based Porous 3D Architecturing for Highly Sensitive Chemical Sensors,201908,corresponding author,unknown--,unknown--,,
207118,Dimethylenebis-(tetra-decyldimethylammonium Bromide)-Driven Metal Nanoparticles: Hg2+ Sensing a Competency,201908,공동,valid,valid,,
207118,Co3O4-loaded ZnO nanofibers for excellent hydrogen sensing,201909,corresponding author,valid,invalid,,
207118,Low-Temperature H2S Sensors Based on Si-Coated SnO2 Nanowires,201910,corresponding author,valid,valid,,
207118,ppb-Level Selective Hydrogen Gas Detection of Pd-Functionalized In2O3-Loaded ZnO Nanofiber Gas Sensors,201909,corresponding author,valid,valid,,
207118,A Novel X-Ray Radiation Sensor Based on Networked SnO2 Nanowires,201911,corresponding author,valid,invalid,,
207118,Nanostructured semiconducting metal oxide gas sensors for acetaldehyde detection,201911,corresponding author,valid,invalid,,
207118,Resistive gas sensors based on metal-oxide nanowires,201912,corresponding author,valid,invalid,,
207119,보육교사와 유치원교사의 온라인 커뮤니티 참여활동에 대한 네트노그라피 연구,201903,corresponding author,unknown--,unknown--,,
207119,한국가정관리학회지의 논문 동향 분석 및 발전 방안,201906,corresponding author,unknown--,unknown--,,
207119,The effects of Korean college students' self-identity on career decision-making self-efficacy,201909,corresponding author,invalid (0.47),invalid,,
207119,공동생활가정 퇴소 청소년들의 자립에 관한 질적연구,201910,corresponding author,unknown--,unknown--,,
207125,Extensive Digital Contractures Caused by Gout,201903,공동,valid,valid,,
207125,Evaluating the Outcome of Multi-Morbid Patients Cared for by Hospitalists: a Report of Integrated Medical Model in Korea,201907,공동,valid,valid,,
207125,Clinical Impact of the Fracture Risk Assessment Tool on the Treatment Decision for Osteoporosis in Patients with Knee Osteoarthritis: A Multicenter Comparative Study of the Fracture Risk Assessment Tool and World Health Organization Criteria,201907,공동,unknown--,unknown--,,
207125,Distinct clinical characteristics of anti-Ro/SSA-negative primary Sjogren's syndrome: data from a nationwide cohort for Sjogren's syndrome in Korea,201908,공동,unknown--,unknown--,,
207125,Relationship between oxidative balance score and quality of life in patients with osteoarthritis Data from the Korea National Health and Nutrition Examination Survey (2014-2015),201906,공동,valid,valid,,
207462,A study of the magnetic fatigue properties of a magnetorheological elastomer,201903,corresponding author,valid,valid,,
207462,Piezoelectric energy harvesting pedal integrated with a compliant load amplifier,201901,corresponding author,valid,valid,,
207462,유압실린더를 사용한 갠트리 크레인의 안전성 검증,201906,corresponding author,unknown--,unknown--,,
207462,윤활제 특성에 따른 시트 리클라이너 부품의 마찰 및 마모 특성,201906,corresponding author,unknown--,unknown--,,
207462,유압 굴삭기 운전자 보호 구조물의 안정성 평가를 위한 유한요소해석,201908,corresponding author,unknown--,unknown--,,
207462,A novel piezoelectric power generator integrated with a compliant energy storage mechanism,201908,corresponding author,valid,valid,,
207462,An Experimental Study on the Abrasive Machining Process of Electronic Substrate Material With A Novel Ultraviolet-Curable Resin Bond Diamond Lapping Plate,201905,공동,valid,valid,,
207462,리치트럭의 3단 마스트 흔들림 능동 제어,201906,corresponding author,unknown--,unknown--,,
207462,REDUCTION OF GENERATED AXIAL FORCE BY CONSTANT VELOCITY JOINT USING CONTACT OPTIMIZATION OF  TRIPOD JOINT,201908,corresponding author,valid,valid,,
207462,A Novel Robust Control of Uncertain Furuta Pendulum Based on a General Lyapunov Function,201911,공동,unknown--,unknown--,,
207462,Self-Loosening Characteristics of Three-Dimensional Printed Bolted Joints,201901,corresponding author,valid,valid,,
207463,Effectively controlled microfluidic trap for spatiotemporal analysis of the electrotaxis of Caenorhabditis elegans,201902,corresponding author,valid,valid,,
207463,Hypoxic Physiological Environments in a Gas-Regulated Microfluidic Device,201901,corresponding author,valid,invalid,,
207463,An electrokinetic approach to fabricating aquaporin biomimetic membranes for water purification,201902,corresponding author,valid,valid,,
207463,Biomimetic membranes as potential tools for water purification: Preceding and future avenues,201905,corresponding author,valid,valid,,
207463,Biomimetic Membranes with Transmembrane Proteins: State-of-the-Art in Transmembrane Protein Applications,201903,corresponding author,valid,valid,,
207463,Synthetic Anion Transporters as Endoplasmic Reticulum (ER) Stress Inducers,201909,공동,valid,valid,,
207463,발달 초기에 낮은 주파수의 기계적 진동에 노출된 C. elegans의 성장 및 유전자 발현 분석,201912,corresponding author,unknown--,unknown--,,
207463,Integrated vortex micro T-mixer for rapid mixing of fluids,201912,corresponding author,valid,invalid,,
207464,Low-Temperature Fabrication of High Quality Gate Insulator in Metal-Oxide-Semiconductor Capacitor Using Laser Annealing,201902,corresponding author,valid,valid,,
207464,Effect of strontium doping on indium zinc oxide thin film transistors fabricated by low-temperature solution process,201903,corresponding author,valid,valid,,
207464,A strategy to boost external quantum efficiency of organic light-emitting transistors,201907,corresponding author,valid,invalid,,
207464,Effects of grain boundaries on conversion efficiencies of single-crystal-like GaAs thin-film solar cells on flexible metal tapes,201909,공동,valid,valid,,
207464,A Neuromorphic Device Implemented on a Salmon-DNA Electrolyte and its Application to Artificial Neural Networks,201909,공동,valid,valid,,
207464,Optimal Nitrogen Incorporation in Nickel Silicide for Thermally Stable Contact Formation,201910,corresponding author,unknown--,unknown--,,
207465,USP44 Promotes the Tumorigenesis of Prostate Cancer Cells through EZH2 Protein Stabilization,201902,corresponding author,valid,valid,,
207469,Sources of variability in phonetic perception: The joint influence of listener and talker characteristics on perception of the Korean stop contrast,201907,공동,valid,valid,,
207471,A formulated red ginseng extract inhibits autophagic flux and sensitizes to doxorubicin-induced cell death,201901,공동,valid,valid,,
207471,HS-173 as a novel inducer of RIP3-dependent necroptosis in lung cancer,201903,corresponding author,valid,valid,,
207471,An Integrative Data Mining and Omics-Based Translational Model for the Identification and Validation of Oncogenic Biomarkers of Pancreatic Cancer,201901,corresponding author,valid,invalid,,
207471,Metabolomics Approach Based on Multivariate Techniques for Blood Transfusion Reactions,201902,corresponding author,valid,valid,,
207471,Spheroid-Induced Epithelial-Mesenchymal Transition Provokes Global Alterations of Breast Cancer Lipidome: A Multi-Layered Omics Analysis,201903,공동,valid,valid,,
207471,Systemic and Local Metabolic Alterations in Sleep-Deprivation-Induced Stress: A Multiplatform Mass-Spectrometry-Based Lipidomics and Metabolomics Approach,201909,공동,valid,valid,,
207471,"Steroidomics for the Prevention, Assessment, and Management of Cancers: A Systematic Review and Functional Analysis",201909,공동,valid,valid,,
