사번,논문연번,저자순위,저자명,역할,소속,참여율,교수본인,affiliation,val_aff
210229,35,7,정경희,공동(교신),인하대학교,0,,inside,valid
210229,36,1,백한주,공동(제1),가천의과대학교,0,,outside,valid
210229,36,2,임미진,공동(참여),인하대학교,0,Y,inside,valid
210229,36,3,박원,공동(참여),인하대학교,0,,inside,valid
210229,36,4,박성환,공동(참여),가톨릭대학교(성의교정),0,,outside,valid
210229,36,5,심승철,공동(참여),충남대학교(의대),0,,outside,valid
210229,36,6,유대현,공동(참여),한양대학교,0,,outside,valid
210229,36,7,김현아,공동(참여),한림대학교,0,,outside,valid
210229,36,8,이수곤,공동(참여),연세대학교,0,,outside,valid
210229,36,9,이윤종,공동(참여),서울대학교,0,,outside,valid
210229,36,10,박영은,공동(참여),부산대학교,0,,outside,valid
210229,36,11,차훈석,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
210229,36,12,송영욱,공동(교신),서울대학교,0,,outside,valid
210230,20,1,Tae Jung Kim,공동(제1),서울대학교,30,,outside,valid
210230,20,2,박희권,공동(참여),인하대학교,30,Y,inside,valid
210230,20,3,Jeong-Min Kim,공동(참여),중앙대학교,2,,outside,valid
210230,20,4,이지성,공동(참여),고려대학교,2,,outside,valid
210230,20,5,Soo-Hyun Park,공동(참여),서울대학교(연건캠퍼스),2,,outside,valid
210230,20,6,Hae-Bong Jeong,공동(참여),서울대학교(연건캠퍼스),2,,outside,valid
210230,20,7,Kwang-Yeol Park,공동(참여),중앙대학교,2,,outside,valid
210230,20,8,Joung-Ho Rha,공동(참여),인하대학교,2,,inside,valid
210230,20,9,Byung-Woo Yoon,공동(참여),서울대학교(연건캠퍼스),2,,outside,valid
210230,20,10,Sang-Bae Ko,공동(교신),서울대학교(연건캠퍼스),26,,outside,valid
210232,23,1,푸리야,공동(제1),인하대학교,50,,outside,invalid
210232,23,2,권오경,공동(참여),인하대학교,20,,inside,valid
210232,23,3,임현우,공동(참여),인하대학교,30,Y,inside,valid
210232,24,1,이수정,공동(제1),인하대학교,50,,inside,valid
210232,24,2,임현우,공동(교신),인하대학교,50,Y,inside,valid
210233,61,1,임동규,공동(제1),인하대학교,0,,inside,valid
210233,61,2,심연준,공동(참여),인하대학교,0,,inside,valid
210233,61,3,오정훈,공동(참여),인하대학교,0,,inside,valid
210233,61,4,김수진,공동(참여),인하대학교,0,,inside,valid
210233,61,5,박성진,공동(교신),인하대학교,0,Y,inside,valid
210233,62,1,오정훈,공동(제1),인하대학교,0,,inside,valid
210233,62,2,박성희,공동(참여),인하대학교,0,,inside,valid
210233,62,3,장다운,공동(참여),인하대학교,0,,inside,valid
210233,62,4,신윤석,공동(참여),인하대학교,0,,inside,valid
210233,62,5,임동규,공동(참여),인하대학교,0,,inside,valid
210233,62,6,박성진,공동(교신),인하대학교,0,Y,inside,valid
210234,45,1,김수인,공동(제1),연세대학교,50,,outside,valid
210234,45,2,고재민,공동(교신),인하대학교,50,Y,inside,valid
210234,46,1,고재민,공동(제1),인하대학교,25,Y,inside,valid
210234,46,2,허원창,공동(참여),인하대학교,25,,outside,invalid
210234,46,3,주윤창,공동(참여),인하대학교,25,,inside,valid
210234,46,4,이재홍,공동(교신),상명대학교,25,,inside,invalid
210234,47,1,조은정,공동(제1),남서울대학교,34,,outside,valid
210234,47,2,고재민,공동(교신),인하대학교,33,Y,outside,invalid
210234,47,3,최수영,공동(참여),인하대학교,33,,inside,valid
210234,48,1,고재민,공동(제1),인하대학교,50,Y,inside,valid
210234,48,2,신희정,공동(교신),이화여자대학교,50,,outside,valid
210234,49,1,고재민,공동(제1),인하대학교,34,Y,inside,valid
210234,49,2,윤선주,공동(참여),인하대학교,33,,outside,invalid
210234,49,3,최현정,공동(교신),성결대학교,33,,inside,invalid
210235,37,1,류근필,공동(제1),전남대학교,0,,outside,valid
210235,37,2,문성진,공동(참여),인하대학교,0,Y,inside,valid
210235,38,1,문성진,단독,인하대학교,0,Y,inside,valid
211007,16,1,이종현,공동(제1),인하대학교,50,,inside,valid
211007,16,2,신희성,공동(교신),인하대학교,50,Y,inside,valid
211007,17,1,김상욱,공동(제1),전남대학교,33,,outside,valid
211007,17,2,서승현,공동(참여),강원대학교,33,,outside,valid
211007,17,3,신희성,공동(교신),인하대학교,34,Y,inside,valid
211058,11,1,조민정,단독,인하대학교,100,Y,inside,valid
211058,12,1,서재연,공동(제1),인하대학교,40,,inside,valid
211058,12,2,조민정,공동(교신),인하대학교,60,Y,inside,valid
211058,13,1,홍승완,공동(제1),인하대학교,70,,inside,valid
211058,13,2,박지영,공동(참여),인하대학교,10,,inside,valid
211058,13,3,조민정,공동(교신),인하대학교,20,Y,inside,valid
211059,53,1,이동석,공동(제1),인하대학교,0,,inside,valid
211059,53,2,김의종,공동(참여),인하대학교,0,,inside,valid
211059,53,3,조영흠,공동(참여),영남대학교,0,,outside,valid
211059,53,4,강주원,공동(참여),영남대학교,0,,outside,valid
211059,53,5,조재훈,공동(교신),인하대학교,0,Y,inside,valid
211059,54,1,Hyo-Jun Kim,공동(제1),영남대학교,0,,outside,valid
211059,54,2,Young-Hum Cho,공동(교신),영남대학교,0,,inside,invalid
211059,54,3,조재훈,공동(참여),인하대학교,0,Y,outside,invalid
211059,55,1,박승훈,공동(제1),인하대학교,0,,inside,valid
211059,55,2,이동석,공동(참여),인하대학교,0,,outside,invalid
211059,55,3,지경환,공동(참여),인하대학교,0,,inside,valid
211059,55,4,장원석,공동(참여),인하대학교,0,,inside,valid
211059,55,5,조재훈,공동(참여),인하대학교,0,Y,inside,valid
211059,55,6,김의종,공동(교신),인하대학교,0,,inside,valid
211060,11,1,응웬레벳,공동(제1),인하대학교,50,,inside,valid
211060,11,2,신현돈,공동(교신),인하대학교,50,Y,inside,valid
211060,12,1,김가람,공동(제1),인하대학교,0,,inside,valid
211060,12,2,이현석,공동(참여),한국지질자원연구원,0,,outside,valid
211060,12,3,Zhuoheng Chen,공동(참여),Geological Survey of Canada,0,,outside,valid
211060,12,4,Suwat Athichanagorn,공동(참여),Chulalongkorn University,0,,outside,valid
211060,12,5,신현돈,공동(교신),인하대학교,0,Y,inside,valid
211060,13,1,전창혁,공동(제1),인하대학교,0,,inside,valid
211060,13,2,김민,공동(참여),인하대학교,0,,inside,valid
211060,13,3,신현돈,공동(교신),인하대학교,0,Y,inside,valid
211060,14,1,김민,공동(제1),인하대학교,0,,inside,valid
211060,14,2,신현돈,공동(교신),인하대학교,0,Y,inside,valid
211063,77,1,안대천,공동(제1),인하대학교,50,Y,inside,valid
211063,77,2,이준우,공동(교신),인하대학교,20,,inside,valid
211063,77,3,김종대,공동(참여),인하대학교,15,,inside,valid
211063,77,4,서광석,공동(참여),인하대학교,15,,inside,valid
211063,78,1,전민아,공동(제1),인하대학교,60,,unknown--,unknown
211063,78,2,안대천,공동(교신),인하대학교,40,Y,unknown--,unknown
211063,79,1,안대천,공동(제1),인하대학교,50,Y,inside,valid
211063,79,2,이준우,공동(참여),인하대학교,20,,inside,valid
211063,79,3,서광석,공동(참여),인하대학교,20,,inside,valid
211063,79,4,이지윤,공동(참여),인하대학교,10,,outside,invalid
211064,83,1,백경희,공동(제1),인하대학교,0,Y,inside,valid
211064,83,2,송승훈,공동(교신),인천지방법원,0,,outside,valid
211064,83,3,박정수,공동(참여),인하대학교,0,,outside,invalid
211064,83,4,강근호,공동(참여),인하대학교,0,,outside,invalid
211064,83,5,조동선,공동(참여),인하대학교,0,,outside,invalid
211064,84,1,백경희,단독,인하대학교,100,Y,inside,valid
211064,85,1,백경희,단독,인하대학교,100,Y,inside,valid
211064,86,1,최아름,공동(제1),이대목동병원,0,,outside,valid
211064,86,2,백경희,공동(교신),인하대학교,0,Y,outside,invalid
211064,86,3,김성은,공동(참여),인하대학교,0,,inside,valid
211064,88,1,백경희,단독,인하대학교,0,Y,inside,valid
211064,89,1,백경희,단독,인하대학교,0,Y,inside,valid
211064,90,1,백경희,공동(제1),인하대학교,0,Y,inside,valid
211064,90,2,장연화,공동(교신),인하대학교,0,,inside,valid
211064,91,1,장연화,공동(제1),인하대학교,0,,inside,valid
211064,91,2,백경희,공동(교신),인하대학교,0,Y,inside,valid
211064,92,1,김성은,공동(제1),인하대학교,0,,outside,invalid
211064,92,2,백경희,공동(교신),인하대학교,0,Y,inside,valid
211064,93,1,백경희,공동(제1),인하대학교,0,Y,inside,valid
211064,93,2,심영주,공동(교신),인하대학교,0,,inside,valid
211064,94,1,백경희,단독,인하대학교,100,Y,inside,valid
211064,95,1,백경희,공동(제1),인하대학교,0,Y,inside,valid
211064,95,2,김성은,공동(교신),인하대학교,0,,outside,invalid
211065,40,1,최준혁,단독,인하대학교,100,Y,inside,valid
211065,41,1,최준혁,단독,인하대학교,100,Y,inside,valid
211065,42,1,최준혁,단독,인하대학교,100,Y,inside,valid
211065,43,1,최준혁,단독,인하대학교,100,Y,inside,valid
211065,44,1,박병욱,공동(제1),제주대학교,0,,outside,valid
211065,44,2,최준혁,공동(교신),인하대학교,0,Y,outside,invalid
211065,45,1,최준혁,단독,인하대학교,100,Y,unknown--,unknown
211065,46,1,최준혁,단독,인하대학교,100,Y,inside,valid
211066,25,1,Jae Yong Park,공동(제1),한림대학교,0,,outside,valid
211066,25,2,김범수,공동(참여),인하대학교,0,Y,outside,invalid
211066,25,3,Hyun June Lee,공동(참여),원광대학교,0,,outside,valid
211066,25,4,Yu Mi Kim,공동(참여),원광대학교,0,,outside,valid
211066,25,5,Hyong Nyun Kim,공동(참여),한림대학교,0,,outside,valid
211066,25,6,Hwa Jun Kang,공동(참여),한림대학교,0,,outside,valid
211066,25,7,Jae Ho Cho,공동(참여),한림대학교,0,,outside,valid
211066,25,8,SeungJu Choi,공동(참여),차병원,0,,outside,valid
211066,25,9,Youngrak Choi,공동(교신),울산대학교(의대),0,,outside,valid
211066,26,1,이동연,공동(제1),서울대학교,0,,outside,valid
211066,26,2,김유미,공동(교신),원광대학교,0,,outside,valid
211066,26,3,이준형,공동(참여),원광대학교,0,,outside,valid
211066,26,4,김진,공동(참여),원광대학교,0,,outside,valid
211066,26,5,김지범,공동(참여),두발로정형외과,0,,outside,valid
211066,26,6,김범수,공동(참여),인하대학교,0,Y,inside,valid
211066,26,7,최기원,공동(참여),고려대학교,0,,outside,valid
211066,26,8,서상교,공동(참여),울산대학교(의대),0,,outside,valid
211066,26,9,김준범,공동(참여),대전선병원,0,,outside,valid
211066,26,10,박세진,공동(참여),성균관대학교,0,,outside,valid
211066,26,11,김윤정,공동(참여),가톨릭대학교(성신교정),0,,outside,valid
211066,26,12,최영락,공동(참여),울산대학교(의대),0,,outside,valid
211066,26,13,이동오,공동(참여),명지병원,0,,outside,valid
211066,26,14,조재호,공동(참여),한림대학교,0,,outside,valid
211066,26,15,천동일,공동(참여),순천향대학교,0,,outside,valid
211066,26,16,김형년,공동(참여),한림대학교,0,,inside,invalid
211066,26,17,박재용,공동(참여),한림대학교,0,,outside,valid
211066,27,1,Eun Ho Shin,공동(제1),하늘정형외과,0,,outside,valid
211066,27,2,Moonhang Kim,공동(참여),서울대학교,0,,inside,invalid
211066,27,3,Binika Hada,공동(참여),인하대학교,0,,inside,valid
211066,27,4,Chang Taek Oh,공동(참여),녹십자웰빙,0,,outside,valid
211066,27,5,Min Jung Jang,공동(참여),녹십자웰빙,0,,outside,valid
211066,27,6,Jeon Yong Kim,공동(참여),녹십자웰빙,0,,outside,valid
211066,27,7,Hae Jung Han,공동(참여),녹십자웰빙,0,,outside,valid
211066,27,8,Dong Hwan Kim,공동(참여),녹십자웰빙,0,,outside,valid
211066,27,9,Byung Hyune Choi,공동(참여),인하대학교,0,,inside,valid
211066,27,10,김범수,공동(교신),인하대학교,0,Y,outside,invalid
211070,62,1,김정용,공동(제1),인하대학교,0,,outside,invalid
211070,62,2,정아름,공동(참여),인하대학교,0,,outside,invalid
211070,62,3,진희승,공동(참여),인하대학교,0,,outside,invalid
211070,62,4,김나래,공동(교신),인하대학교,0,Y,inside,valid
211070,63,1,김준모,공동(제1),강북삼성병원,0,,outside,valid
211070,63,2,김세영,공동(참여),인하대학교,0,,unknown--,unknown
211070,63,3,진희승,공동(참여),인하대학교,0,,unknown--,unknown
211070,63,4,김현지,공동(참여),인하대학교,0,,unknown--,unknown
211070,63,5,김나래,공동(교신),인하대학교,0,Y,unknown--,unknown
211072,24,1,전기홍,공동(제1),한국식품연구원 식품가공기술연구센터,0,,outside,valid
211072,24,2,최진영,공동(참여),신한대학교 식품조리과학부,0,,outside,valid
211072,24,3,김배용,공동(참여),(주)피러스,0,,outside,valid
211072,24,4,아즈라 메놈,공동(참여),인하대학교,0,,inside,valid
211072,24,5,이운규,공동(교신),인하대학교,0,Y,inside,valid
211196,18,1,임학성,단독,인하대학교,100,Y,inside,valid
211203,29,1,Jongwuk Ahn,공동(제1),국토연구원,33,,unknown--,unknown
211203,29,2,Hyundo Choi,공동(교신),조선대학교,33,,unknown--,unknown
211203,29,3,오동현,공동(참여),인하대학교,34,Y,unknown--,unknown
211203,30,1,샤모하마디,공동(제1),인하대학교,50,,inside,valid
211203,30,2,오동현,공동(교신),인하대학교,50,Y,inside,valid
211204,47,1,이승현,공동(제1),인하대학교,0,,inside,valid
211204,47,2,엄태식,공동(참여),인하대학교,0,,inside,valid
211204,47,3,김민경,공동(참여),인하대학교,0,,inside,valid
211204,47,4,양수근,공동(교신),인하대학교,0,,inside,valid
211204,47,5,심봉섭,공동(교신),인하대학교,0,Y,inside,valid
211204,48,1,Minsoo Kim,공동(제1),Univ. of Delaware,0,,outside,valid
211204,48,2,Raymond Iezzi,공동(참여),Mayo Clinic,0,,outside,valid
211204,48,3,심봉섭,공동(참여),인하대학교,0,Y,inside,valid
211204,48,4,David Martin,공동(교신),Univ. of Delaware,0,,outside,valid
211204,49,1,곽효원,공동(제1),인하대학교,0,,inside,valid
211204,49,2,허재은,공동(참여),인하대학교,0,,inside,valid
211204,49,3,허경아,공동(참여),인하대학교,0,,inside,valid
211204,49,4,이호현,공동(참여),인하대학교,0,,inside,valid
211204,49,5,진형준,공동(참여),인하대학교,0,,inside,valid
211204,49,6,심봉섭,공동(교신),인하대학교,0,Y,inside,valid
211204,50,1,문성민,공동(제1),인하대학교,0,,unknown--,unknown
211204,50,2,전소희,공동(참여),인하대학교,0,,unknown--,unknown
211204,50,3,엄태식,공동(참여),인하대학교,0,,unknown--,unknown
211204,50,4,심봉섭,공동(교신),인하대학교,0,Y,unknown--,unknown
211204,51,1,심봉섭,공동(제1),인하대학교,0,Y,unknown--,unknown
211204,51,2,이봉진,공동(교신),(주)ABNC,0,,unknown--,unknown
211204,52,1,엄태식,공동(제1),인하대학교,0,,inside,valid
211204,52,2,전지수,공동(참여),인하대학교,0,,inside,valid
211204,52,3,이승현,공동(참여),인하대학교,0,,inside,valid
211204,52,4,우경배,공동(참여),인하대학교,0,,inside,valid
211204,52,5,허재은,공동(참여),인하대학교,0,,inside,valid
211204,52,6,David C. Martin,공동(참여),Univ. of Delaware,0,,outside,valid
211204,52,7,위정재,공동(참여),인하대학교,0,,inside,valid
211204,52,8,심봉섭,공동(교신),인하대학교,0,Y,inside,valid
211204,53,1,부스라,공동(제1),인하대학교,0,,outside,invalid
211204,53,2,Gozde Kabay,공동(참여),TOBB University of Economics and Technology,0,,outside,valid
211204,53,3,Ilyas Bocek,공동(참여),TOBB University of Economics and Technology,0,,outside,valid
211204,53,4,Merve Yilmaz,공동(참여),TOBB University of Economics and Technology,0,,inside,invalid
211204,53,5,Ayse Kevser Piskin,공동(참여),Hacettepe Univ.,0,,outside,valid
211204,53,6,심봉섭,공동(참여),인하대학교,0,Y,inside,valid
211204,53,7,Mehmet Mutlu,공동(교신),TOBB University of Economics and Technology,0,,outside,valid
211205,111,1,이주승,공동(제1),인하대학교,0,,inside,valid
211205,111,2,윤송현,공동(참여),인하대학교,0,,inside,valid
211205,111,3,임지호,공동(참여),인하대학교,0,,inside,valid
211205,111,4,박춘길,공동(참여),인하대학교,0,,outside,invalid
211205,111,5,류정호,공동(참여),영남대학교,0,,outside,valid
211205,111,6,정대용,공동(교신),인하대학교,0,Y,inside,valid
211205,112,1,임지호,공동(제1),인하대학교,0,,inside,valid
211205,112,2,김진우,공동(참여),인하대학교,0,,inside,valid
211205,112,3,이승희,공동(참여),인하대학교,0,,outside,invalid
211205,112,4,박춘길,공동(참여),인하대학교,0,,outside,invalid
211205,112,5,류정호,공동(참여),영남대학교,0,,outside,valid
211205,112,6,최두현,공동(참여),국방과학연구소,0,,outside,valid
211205,112,7,정대용,공동(교신),인하대학교,0,Y,inside,valid
211205,113,1,박채원,공동(제1),인하대학교,0,,outside,invalid
211205,113,2,강현욱,공동(참여),전남대학교,0,,outside,valid
211205,113,3,이창엽,공동(참여),KITECH,0,,inside,invalid
211205,113,4,정대용,공동(교신),인하대학교,0,Y,unknown--,unknown
211205,113,5,엄현진,공동(참여),KITECH,0,,unknown--,unknown
211205,114,1,임지호,공동(제1),인하대학교,0,,inside,valid
211205,114,2,이주승,공동(참여),인하대학교,0,,inside,valid
211205,114,3,이승희,공동(참여),인하대학교,0,,outside,invalid
211205,114,4,정한보,공동(참여),인하대학교,0,,inside,valid
211205,114,5,박춘길,공동(참여),인하대학교,0,,outside,invalid
211205,114,6,안철우,공동(참여),재료연구소,0,,outside,valid
211205,114,7,유일열,공동(참여),금오공과대학교,0,,outside,valid
211205,114,8,조경훈,공동(참여),금오공과대학교,0,,outside,valid
211205,114,9,정대용,공동(교신),인하대학교 신소재공학과,0,Y,inside,invalid
211205,115,1,Atul Thakre,공동(제1),영남대학교,0,,outside,valid
211205,115,2,Ajeet Kumar,공동(참여),영남대학교,0,,outside,valid
211205,115,3,송현철,공동(참여),KIST,0,,outside,valid
211205,115,4,정대용,공동(교신),인하대학교,0,Y,unknown--,unknown
211205,115,5,류정호,공동(참여),영남대학교,0,,unknown--,unknown
211205,116,1,Mahesh Peddigari,공동(제1),KIMS 재료연구소 기능세라믹 연구실,0,,outside,valid
211205,116,2,김가연,공동(참여),KIMS 재료연구소 기능세라믹 연구실,0,,outside,valid
211205,116,3,박찬희,공동(참여),KIMS 재료연구소 기능세라믹 연구실,0,,outside,valid
211205,116,4,민유호,공동(참여),재료연구소,0,,outside,valid
211205,116,5,김종우,공동(참여),재료연구소,0,,outside,valid
211205,116,6,안철우,공동(참여),재료연구소,0,,outside,valid
211205,116,7,최종진,공동(참여),재료연구소,0,,outside,valid
211205,116,8,한병동,공동(참여),재료연구소,0,,outside,valid
211205,116,9,최준환,공동(참여),재료연구소,0,,outside,valid
211205,116,10,박동수,공동(참여),재료연구소,0,,outside,valid
211205,116,11,홍재근,공동(참여),재료연구소,0,,outside,valid
211205,116,12,염종택,공동(참여),재료연구소,0,,outside,valid
211205,116,13,박귀일,공동(참여),경북대학교,0,,outside,valid
211205,116,14,정대용,공동(참여),인하대학교,0,Y,inside,valid
211205,116,15,윤운하,공동(참여),재료연구소,0,,outside,valid
211205,116,16,류정호,공동(참여),영남대학교,0,,outside,valid
211205,116,17,황건태,공동(교신),KIMS 재료연구소 기능세라믹 연구실,0,,outside,valid
211205,117,1,Ajeet Kumar,공동(제1),영남대학교,0,,outside,valid
211205,117,2,Atul Thakre,공동(참여),영남대학교,0,,outside,valid
211205,117,3,류정호,공동(참여),영남대학교,0,,inside,invalid
211205,117,4,정대용,공동(교신),인하대학교,0,Y,outside,invalid
211205,118,1,Ajeet Kumar,공동(제1),영남대학교,0,,outside,valid
211205,118,2,윤장열,공동(참여),영남대학교,0,,outside,valid
211205,118,3,Atul Thakre,공동(참여),영남대학교,0,,outside,valid
211205,118,4,Mahesh Peddigari,공동(참여),KIMS 재료연구소 기능세라믹 연구실,0,,outside,valid
211205,118,5,정대용,공동(참여),인하대학교,0,Y,inside,valid
211205,118,6,공영민,공동(참여),울산대학교 첨단소재공학부,0,,outside,valid
211205,118,7,류정호,공동(교신),영남대학교,0,,outside,valid
211205,119,1,Baljinder Kaur,공동(제1),Maharaja Ranjit Singh Punjab Technical University,0,,outside,valid
211205,119,2,Lakhbir Singh,공동(참여),Maharaja Ranjit Singh Punjab Technical University,0,,outside,valid
211205,119,3,Tarun Garg,공동(참여),Maharaja Ranjit Singh Punjab Technical University,0,,outside,valid
211205,119,4,정대용,공동(참여),인하대학교,0,Y,inside,valid
211205,119,5,Navneet Dabra,공동(참여),Maharaja Ranjit Singh Punjab Technical University,0,,outside,valid
211205,119,6,Jasbir Hundal,공동(교신),Maharaja Ranjit Singh Punjab Technical University,0,,outside,valid
211205,121,1,윤한솔,공동(제1),인하대학교,0,,unknown--,unknown
211205,121,2,윤병규,공동(참여),인하대학교,0,,unknown--,unknown
211205,121,3,이혜민,공동(참여),인하대학교,0,,unknown--,unknown
211205,121,4,정대용,공동(참여),인하대학교,0,Y,unknown--,unknown
211205,121,5,이완인,공동(참여),인하대학교,0,,unknown--,unknown
211205,121,6,조남희,공동(교신),인하대학교,0,,unknown--,unknown
211205,122,1,Jinxi Zhang,공동(제1),BINN,0,,outside,valid
211205,122,2,Shaobo Gong,공동(참여),BINN,0,,unknown--,unknown
211205,122,3,Chenchen Wang,공동(참여),BINN,0,,unknown--,unknown
211205,122,4,정대용,공동(참여),인하대학교,0,Y,unknown--,unknown
211205,122,5,Zhong Lin Wang,공동(참여),BINN,0,,unknown--,unknown
211205,122,6,Kailiang Ren,공동(교신),BINN,0,,unknown--,unknown
211205,123,1,임지호,공동(제1),인하대학교,0,,inside,valid
211205,123,2,이승희,공동(참여),인하대학교,0,,outside,invalid
211205,123,3,김기현,공동(참여),인하대학교,0,,inside,valid
211205,123,4,지성엽,공동(참여),인하대학교,0,,inside,valid
211205,123,5,정승운,공동(참여),인하대학교,0,,inside,valid
211205,123,6,박춘길,공동(참여),인하대학교,0,,outside,invalid
211205,123,7,정한보,공동(참여),인하대학교,0,,inside,valid
211205,123,8,정대용,공동(교신),인하대학교,0,Y,inside,valid
211206,23,1,Seung Wan Hong,공동(제1),인하대학교,0,,inside,valid
211206,23,2,박지영,공동(참여),인하대학교,0,Y,inside,valid
211206,23,3,Minjung Cho,공동(교신),인하대학교,0,,inside,valid
211207,29,1,임세실,공동(제1),서울대학교,0,,outside,valid
211207,29,2,허성윤,공동(참여),서울대학교,0,,outside,valid
211207,29,3,신정우,공동(참여),서울대학교,0,,outside,valid
211207,29,4,이종수,공동(참여),서울대학교,0,,outside,valid
211207,29,5,이용길,공동(교신),인하대학교,0,Y,inside,valid
211207,30,1,김종현,공동(제1),인하대학교,0,,inside,valid
211207,30,2,이용길,공동(교신),인하대학교,0,Y,inside,valid
211207,31,1,김종현,공동(제1),인하대학교,0,,inside,valid
211207,31,2,이용길,공동(교신),인하대학교,0,Y,inside,valid
211207,32,1,김종현,공동(제1),인하대학교,0,,inside,valid
211207,32,2,이용길,공동(교신),인하대학교,0,Y,inside,valid
211208,43,1,권상기,공동(제1),인하대학교,0,Y,inside,valid
211208,43,2,이창수,공동(참여),한국원자력연구원,0,,outside,valid
211208,44,1,정재홍,공동(제1),인하대학교,0,,inside,valid
211208,44,2,이혜지,공동(참여),인하대학교,0,,inside,valid
211208,44,3,권상기,공동(교신),인하대학교,0,Y,inside,valid
211208,45,1,박승훈,공동(제1),인하대학교,0,,inside,valid
211208,45,2,김진섭,공동(교신),한국원자력연구원,0,,outside,valid
211208,45,3,김건영,공동(참여),한국원자력연구원,0,,outside,valid
211208,45,4,권상기,공동(참여),인하대학교,0,Y,inside,valid
211208,46,1,박정찬,공동(제1),인하대학교,0,,inside,valid
211208,46,2,김진섭,공동(참여),한국원자력연구원,0,,outside,valid
211208,46,3,이창수,공동(참여),한국원자력연구원,0,,outside,valid
211208,46,4,권상기,공동(교신),인하대학교,0,Y,inside,valid
211209,37,1,최현식,단독,인하대학교,100,Y,outside,invalid
211209,38,1,최현식,단독,인하대학교,100,Y,outside,invalid
211209,39,1,최현식,단독,인하대학교,0,Y,unknown--,unknown
211209,40,1,최현식,단독,인하대학교,100,Y,unknown--,unknown
211210,16,1,김지훈,단독,인하대학교,100,Y,inside,valid
211211,18,1,김의영,단독,인하대학교,0,Y,unknown--,unknown
211212,66,1,박현용,공동(제1),인하대학교,0,,inside,valid
211212,66,2,최형우,공동(참여),인하대학교,0,,inside,valid
211212,66,3,이현화,공동(교신),인하대학교,0,Y,inside,valid
211212,67,1,신재원,공동(제1),인하대학교,0,,outside,invalid
211212,67,2,안태현,공동(참여),인하대학교,0,,outside,invalid
211212,67,3,이현화,공동(교신),인하대학교,0,Y,inside,valid
211212,68,1,이민선,공동(제1),인천대학교,0,,unknown--,unknown
211212,68,2,이현화,공동(교신),인하대학교,0,Y,unknown--,unknown
211212,69,1,이민선,공동(제1),인천대학교,0,,outside,valid
211212,69,2,이현화,공동(교신),인하대학교,0,Y,inside,valid
211212,70,1,이민선,공동(제1),인천대학교,0,,outside,valid
211212,70,2,이현화,공동(교신),인하대학교,0,Y,inside,valid
211214,49,1,양송이,공동(제1),한림대학교,0,,outside,valid
211214,49,2,이소연,공동(참여),울산대학교(의대),0,,outside,valid
211214,49,3,김효빈,공동(참여),인제대학교서울백병원,0,,outside,valid
211214,49,4,김환철,공동(참여),인하대학교,0,Y,inside,valid
211214,49,5,임종한,공동(참여),인하대학교,0,,inside,valid
211214,49,6,양현종,공동(참여),순천향대학교,0,,outside,valid
211214,49,7,권혁,공동(참여),울산대학교,0,,outside,valid
211214,49,8,서주희,공동(참여),단국대학교,0,,outside,valid
211214,49,9,조현주,공동(참여),울산대학교,0,,outside,valid
211214,49,10,윤지선,공동(참여),울산대학교,0,,outside,valid
211214,49,11,이은,공동(참여),전남대학교,0,,outside,valid
211214,49,12,정영호,공동(참여),울산대학교(의대),0,,outside,valid
211214,49,13,김영호,공동(참여),울산대학교(의대),0,,outside,valid
211214,49,14,정성수,공동(참여),울산대학교(의대),0,,outside,valid
211214,49,15,권호장,공동(참여),단국대학교,0,,outside,valid
211214,49,16,홍수종,공동(교신),울산대학교,0,,outside,valid
211214,52,1,장현석,공동(제1),인하대학교,20,,inside,valid
211214,52,2,임종한,공동(참여),인하대학교,0,,inside,valid
211214,52,3,전성수,공동(참여),성균관대학교(자연과학캠퍼스),0,,inside,invalid
211214,52,4,박신구,공동(참여),인하대학교,0,,outside,invalid
211214,52,5,이상윤,공동(참여),인하대병원,0,,inside,invalid
211214,52,6,강양원,공동(참여),인하대병원,0,,inside,invalid
211214,52,7,최고,공동(참여),인하대학교,0,,outside,invalid
211214,52,8,김형두,공동(참여),인하대병원,0,,inside,invalid
211214,52,9,주현우,공동(참여),인하대학교,0,,inside,valid
211214,52,10,장성욱,공동(참여),인하대학교,0,,outside,invalid
211214,52,11,원유나,공동(참여),인하대병원,0,,inside,invalid
211214,52,12,김환철,공동(교신),인하대학교,0,Y,inside,valid
211214,53,1,디르가,공동(제1),인하대학교,0,,inside,valid
211214,53,2,임종한,공동(참여),인하대학교,0,,inside,valid
211214,53,3,김환철,공동(교신),인하대학교,0,Y,inside,valid
211214,54,1,디르가,공동(제1),인하대학교,0,,inside,valid
211214,54,2,임종한,공동(교신),인하대학교,0,,outside,invalid
211214,54,3,이상민,공동(참여),서울대학교,0,,outside,valid
211214,54,4,양현종,공동(참여),순천향대학교,0,,outside,valid
211214,54,5,김재용,공동(참여),한양대학교,0,,inside,invalid
211214,54,6,이종현,공동(참여),네오엔비즈,0,,inside,invalid
211214,54,7,고정근,공동(참여),인하대학교,0,,outside,invalid
211214,54,8,김환철,공동(참여),인하대학교,0,Y,inside,valid
211214,54,9,박동욱,공동(참여),한국방송통신대학교,0,,outside,valid
211214,54,10,정해관,공동(참여),성균관대학교(인문사회과학캠퍼스),0,,outside,valid
211214,55,1,정경숙,공동(제1),한림대학교,0,,outside,valid
