,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,
328,0,0,0,0,0,0,0,0,
329,0,0,0,0,0,0,0,0,
330,Cytochrome C-decorated graphene field-effect transistor for highly sensitive hydrogen peroxide detection,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=48&SID=D1LnOixoUwwjVT2NtX5&page=1&doc=1,Kwon OS,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Lee Sang Hun, Kim Kyung Ho, Seo Sung Eun, Kim Mun Il, Park Seon Joo, Kwon Oh Seok",29-34,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
331,Plasmonic and charging effects in dye-sensitized solar cells with Au nanoparticles incorporated into the channels of freestanding TiO2 nanotube arrays by an electrodeposition method,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=51&SID=D1LnOixoUwwjVT2NtX5&page=1&doc=1,"Jun BH, Rho WY","ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Yang Hwa-Young, Lee Sang Hun, Kim Hyung-Mo, Pham Xuan-Hung, Hahm Eunil, Kang Eun Ji, Kim Tae Han, Ha Yuna, Jun Bong-Hyun, Rho Won-Yeop",311-317,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
332,Emerging ultrafast nucleic acid amplification technologies for next-generation molecular diagnostics,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=54&SID=D1LnOixoUwwjVT2NtX5&page=1&doc=1,Jun BH,"ELSEVIER ADVANCED TECHNOLOGY, OXFORD FULFILLMENT CENTRE THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Lee Sang Hun, Park Seung-min, Kim Brian N., Kwon Oh Seok, Rho Won-Yep, Jun Bong-Hyun",UNSP 111448,Review,BIOSENSORS & BIOELECTRONICS,
333,On-chip plasmonic immunoassay based on targeted assembly of gold nanoplasmonic particles,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=57&SID=D1LnOixoUwwjVT2NtX5&page=1&doc=1,Choi I,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Kim Hyo Sil, Lee Sang Hun, Choi Inhee",2820-2826,Article,ANALYST,
334,Green synthesised iron and iron-based nanoparticle in environmental and biomedical application: - a review,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=1&SID=E6nFAnodRQ3pyTR12ZC&page=1&doc=1,Ramanujam S,"INST ENGINEERING TECHNOLOGY-IET, MICHAEL FARADAY HOUSE SIX HILLS WAY STEVENAGE, HERTFORD SG1 2AY, ENGLAND","Karunakaran Sathya, Ramanujam Saravanathamizhan, Gurunathan Baskar",1003-1008,Review,IET NANOBIOTECHNOLOGY,
335,Rapid Detection of Methicillin-Resistant Staphylococcus Aureus using Bubble-Free Microfluidic PCR,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=E6nFAnodRQ3pyTR12ZC&page=1&doc=1,,"CELL PRESS, 600 TECHNOLOGY SQUARE, 5TH FLOOR, CAMBRIDGE, MA 02139 USA","Lee Sanghun, Son Jun Ho, Lee Luke P.",417A-417A 보충: 1,Meeting Abstract,BIOPHYSICAL JOURNAL,
336,Advances in dynamic microphysiological organ-on-a-chip: Design principle and its biomedical application,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=5&SID=E6nFAnodRQ3pyTR12ZC&page=1&doc=1,Jun BH,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Lee Sang Hun, Jun Bong-Hyun",65-77,Review,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
337,Multifunctional self-assembled monolayers via microcontact printing and degas-driven flow guided patterning,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=8&SID=E6nFAnodRQ3pyTR12ZC&page=1&doc=1,Jun BH,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Lee Sang Hun, Rho Won-Yeop, Park Seon Joo, Kim Jinyeong, Kwon Oh Seok, Jun Bong-Hyun",16763,Article,SCIENTIFIC REPORTS,
338,0,0,0,0,0,0,0,0,
339,0,0,0,0,0,0,0,0,
340,0,0,0,0,0,0,0,0,
341,Nanophotonic Cell Lysis and Polymerase Chain Reaction with Gravity-Driven Cell Enrichment for Rapid Detection of Pathogens,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=14&SID=E6nFAnodRQ3pyTR12ZC&page=1&doc=1,Lee LP,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Cho Byungrae, Lee Sang Hun, Song Jihwan, Bhattacharjee Saptati, Feng Jeffrey, Hong SoonGweon, Song Minsun, Kim Wonseok, Lee Jonghwan, Bang Doyeon",13866-13874,Article,ACS NANO,
342,0,0,0,0,0,0,0,0,
343,0,0,0,0,0,0,0,0,
344,High-performance bioelectronic tongue using ligand binding domain T1R1 VFT for umami taste detection,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=19&SID=E6nFAnodRQ3pyTR12ZC&page=1&doc=1,Park TH,"ELSEVIER ADVANCED TECHNOLOGY, OXFORD FULFILLMENT CENTRE THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Ahn Sae Ryun, An Ji Hyun, Jang Il Ha, Na Wonjoo, Yang Heehong, Cho Kyung Hee, Lee Sang Hun, Song Hyun Seok, Jang Jyongsik, Park Tai Hyun",628-636,Article,BIOSENSORS & BIOELECTRONICS,
345,0,0,0,0,0,0,0,0,
346,Thermotherapy for Na+/I- symporter-expressing cancer using anti-Na+/I- symporter antibody-conjugated magnetite nanoparticles,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=23&SID=E6nFAnodRQ3pyTR12ZC&page=1&doc=1,"Kwon OS, Choe JH","ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Jee Hyeon-Gun, Ban Hyun Seung, Lee Jung Hee, Lee Sang Hun, Kwon Oh Seok, Choe Jun Ho",359-365,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
347,Surface-modified polymer nanofiber membrane for high-efficiency microdust capturing,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=1&SID=C6FY2DV9w8puXiZYnO8&page=1&doc=1,"Kwon OS, Yoon H","ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Kim Han-Jung, Park Seon Joo, Park Chul Soon, Le Thanh-Hai, Lee Sang Hun, Ha Tai Hwan, Kim Hyoung-il, Kim Jinyeong, Lee Chang-Soo, Yoon Hyeonseok",204-213,Article,CHEMICAL ENGINEERING JOURNAL,
348,Enzyme-catalyzed Ag Growth on Au Nanoparticle-assembled Structure for Highly Sensitive Colorimetric Immunoassay,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=C6FY2DV9w8puXiZYnO8&page=1&doc=1,Jun BH,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Pham Xuan-Hung, Hahm Eunil, Kim Tae Han, Kim Hyung-Mo, Lee Sang Hun, Lee Yoon-Sik, Jeong Dae Hong, Jun Bong-Hyun",6290,Article,SCIENTIFIC REPORTS,
349,Graphene Oxide Conjugated Magnetic Beads for RNA Extraction,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=7&SID=C6FY2DV9w8puXiZYnO8&page=1&doc=1,Jun BH,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Pham Xuan-Hung, Baek Ahruem, Kim Tae Han, Lee Sang Hun, Rho Won-Yeop, Chung Woo-Jae, Kim Dong-Eun, Jun Bong-Hyun",1883-1888,Article,CHEMISTRY-AN ASIAN JOURNAL,
350,Adenosine Triphosphate-Encapsulated Liposomes with Plasmonic Nanoparticles for Surface Enhanced Raman Scattering-Based Immunoassays,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=10&SID=C6FY2DV9w8puXiZYnO8&page=1&doc=1,Jun BH,"MDPI AG, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Pham Xuan-Hung, Hahm Eunil, Kim Tae Han, Kim Hyung-Mo, Lee Sang Hun, Lee Yoon-Sik, Jeong Dae Hong, Jun Bong-Hyun",1480,Article,SENSORS,
351,0,0,0,0,0,0,0,0,
352,0,0,0,0,0,0,0,0,
353,0,0,0,0,0,0,0,0,
354,0,0,0,0,0,0,0,0,
355,0,0,0,0,0,0,0,0,
356,0,0,0,0,0,0,0,0,
357,0,0,0,0,0,0,0,0,
358,0,0,0,0,0,0,0,0,
359,Prediction of Response to Sorafenib in Hepatocellular Carcinoma: A Putative Marker Panel by Multiple Reaction Monitoring-Mass Spectrometry (MRM-MS),http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=1&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,"Yoon JH, Kim Y","AMER SOC BIOCHEMISTRY MOLECULAR BIOLOGY INC, 9650 ROCKVILLE PIKE, BETHESDA, MD 20814-3996 USA","Kim Hyunsoo, Yu Su Jong, Yeo Injun, Cho Young Youn, Lee Dong Hyeon, Cho Yuri, Cho Eun Ju, Lee Jeong-Hoon, Kim Yoon Jun, Lee Sungyoung",1312-1323,Article,MOLECULAR & CELLULAR PROTEOMICS,
360,Clinical Assay for AFP-L3 by Using Multiple Reaction Monitoring-Mass Spectrometry for Diagnosing Hepatocellular Carcinoma,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,Kim Y,"AMER ASSOC CLINICAL CHEMISTRY, 2101 L STREET NW, SUITE 202, WASHINGTON, DC 20037-1526 USA","Kim Hyunsoo, Sohn Areum, Yeo Injoon, Yu Su Jong, Yoon Jung-Hwan, Kim Youngsoo",1230-1238,Article,CLINICAL CHEMISTRY,
361,Clinically Applicable Deep Learning Algorithm Using Quantitative Proteomic Data,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=7&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,"Kim Y, Jang JY","AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Kim Hyunsoo, Kim Yoseop, Han Buhm, Jang Jin-Young, Kim Youngsoo",3195-3202,Article,JOURNAL OF PROTEOME RESEARCH,
362,Cost-Effective Automated Preparation of Serum Samples for Reproducible Quantitative Clinical Proteomics,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=10&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,Kim Y,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Lee Jihyeon, Kim Hyunsoo, Sohn Areum, Yeo Injoon, Kim Youngsoo",2337-2345,Article,JOURNAL OF PROTEOME RESEARCH,
363,Method Validation by CPTAC Guidelines for Multi-protein Marker Assays Using Multiple Reaction Monitoring-mass Spectrometry,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=13&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,Son M,"KOREAN SOC BIOTECHNOLOGY & BIOENGINEERING, KOREAN SCIENCE TECHNOLOGY CENTER, #704 YEOGSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA","Son Minsoo, Kim Hyunsoo, Yeo Injoon, Kim Yoseop, Sohn Areum, Kim Youngsoo",343-358,Article,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,
364,Fully validated SRM-MS-based method for absolute quantification of PIVKA-II in human serum: Clinical applications for patients with HCC,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=16&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,Kim Y,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Sohn Areum, Kim Hyunsoo, Yeo Injoon, Kim Yosub, Son Minsoo, Yu Su Jong, Yoon Jung-Hwan, Kim Youngsoo",142-146,Article,JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,
365,Recent advances in proteomic profiling of pancreatic ductal adenocarcinoma and the road ahead,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=19&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,Kim Y,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Kim Hyunsoo, Park Joonho, Wang Joseph I., Kim Youngsoo",963-971,Review,EXPERT REVIEW OF PROTEOMICS,
366,Serum fibronectin distinguishes the early stages of hepatocellular carcinoma,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=22&SID=E1wHrL66xUilDhRKdM2&page=1&doc=1,"Kim Y, Park T","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim Hyunsoo, Park JiYoung, Kim Yongkang, Sohn Areum, Yeo Injun, Yu Su Jong, Yoon Jung-Hwan, Park Taesung, Kim Youngsoo",9449,Article,SCIENTIFIC REPORTS,
367,Analysis of significant protein abundance from multiple reaction-monitoring data,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=1&SID=D3ByLCEu9lunUg6Cqcb&page=1&doc=1,Park T,"BMC, CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Jun Jongsu, Gim Jungsoo, Kim Yongkang, Kim Hyunsoo, Yu Su Jong, Yeo Injun, Park Jiyoung, Yoo Jeong-Ju, Cho Young Youn, Lee Dong Hyeon",123,Article, Proceedings Paper,BMC SYSTEMS BIOLOGY
368,Quantitative proteomic analysis of pancreatic cyst fluid proteins associated with malignancy in intraductal papillary mucinous neoplasms,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=3&SID=D3ByLCEu9lunUg6Cqcb&page=1&doc=1,"Kim Y, Jang JY","BMC, CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Do Misol, Han Dohyun, Wang Joseph Injae, Kim Hyunsoo, Kwon Wooil, Han Youngmin, Jang Jin-Young, Kim Youngsoo",17,Article,CLINICAL PROTEOMICS,
369,Quantitative Proteomics Reveals Temporal Proteomic Changes in Signaling Pathways during BV2 Mouse Microglial Cell Activation,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=6&SID=D3ByLCEu9lunUg6Cqcb&page=1&doc=1,Kim Y,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Woo Jongmin, Han Dohyun, Wang Joseph Injae, Park Joonho, Kim Hyunsoo, Kim Youngsoo",3419-3432,Article,JOURNAL OF PROTEOME RESEARCH,
370,"Diagnostic performance enhancement of pancreatic cancer using proteomic multimarker panel (vol 8, pg 93117, 2017)",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=9&SID=D3ByLCEu9lunUg6Cqcb&page=1&doc=1,Park J,"IMPACT JOURNALS LLC, 6666 E QUAKER ST, STE 1, ORCHARD PARK, NY 14127 USA","Park Jiyoung, Choi Yonghwan, Namkung Junghyun, Yi Sung Gon, Kim Hyunsoo, Yu Jiyoung, Kim Yongkang, Kwon Min-Seok, Kwon Wooil, Oh Do-Youn",5514-5514,Correction,ONCOTARGET,
371,0,0,0,0,0,0,0,0,
372,0,0,0,0,0,0,0,0,
373,0,0,0,0,0,0,0,0,
374,0,0,0,0,0,0,0,0,
375,0,0,0,0,0,0,0,0,
376,0,0,0,0,0,0,0,0,
377,0,0,0,0,0,0,0,0,
378,0,0,0,0,0,0,0,0,
379,0,0,0,0,0,0,0,0,
380,0,0,0,0,0,0,0,0,
381,0,0,0,0,0,0,0,0,
382,0,0,0,0,0,0,0,0,
383,0,0,0,0,0,0,0,0,
384,0,0,0,0,0,0,0,0,
385,0,0,0,0,0,0,0,0,
386,0,0,0,0,0,0,0,0,
387,0,0,0,0,0,0,0,0,
388,0,0,0,0,0,0,0,0,
389,0,0,0,0,0,0,0,0,
390,0,0,0,0,0,0,0,0,
391,0,0,0,0,0,0,0,0,
392,0,0,0,0,0,0,0,0,
393,0,0,0,0,0,0,0,0,
394,0,0,0,0,0,0,0,0,
395,"Design under uncertainty of carbon capture, utilization and storage infrastructure considering profit, environmental impact, and risk preference",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=36&SID=D3ByLCEu9lunUg6Cqcb&page=1&doc=1,Han J,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Lee Suh-Young, Lee In-Beum, Han Jeehoon",34-44,Article,APPLIED ENERGY,
396,Optimal scheduling model to minimize tritium inventory level in fuel cycle of tritium plant,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=1&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee ES,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Lee Suh-Young, Chang Min Ho, Yun Sei-Hun, Ha Jin-Kuk, Lee In-Beum, Lee Euy Soo",747-751 부: A 특별호: SI,Article, Proceedings Paper,FUSION ENGINEERING AND DESIGN
397,Optimal pump regeneration model for fuel cycle of ITER,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee ES,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Lee Suh-Young, Chang Min Ho, Lee Jae-Uk, Yun Sei-Hun, Ha Jin-Kuk, Lee In-Beum, Lee Euy Soo",2251-2254 부: B 특별호: SI,Article,FUSION ENGINEERING AND DESIGN,
398,Hypothetical daily operation model of fuel cycle in tritium plant,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=7&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee ES,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Lee Suh-Young, Chang Min Ho, Yun Sei-Hun, Ha Jin-Kuk, Lee In-Beum, Lee Euy Soo",21-25,Article,FUSION ENGINEERING AND DESIGN,
399,Mathematical Modeling and Simulation of Carbon Monoxide Absorption Column for Blast Furnace Gas and Linz-Donawitz Gas Separation by COSORB Process,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=10&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee SY,"SOC CHEMICAL ENG JAPAN, KYORITSU BUILDING 4-16-19 KOHINATA, BUNKYO KU TOKYO, 112, JAPAN","Go Yoon-Tae, Yoon Young-Seek, Lee In-Beum, Lee Suh-Young",439-446,Article,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,
400,Study of Alternative Reactor-Separator Network in Bunsen Process of Sulfur-Iodine Cycle for Hydrogen Production,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=13&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee IB,"SOC CHEMICAL ENG JAPAN, KYORITSU BUILDING 4-16-19 KOHINATA, BUNKYO KU TOKYO, 112, JAPAN","Park JunKyu, Lee Suh-Young, Lee In-Beum",638-649,Article,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,
401,Dynamic Modeling and Simulation of the Fuel Delivery Process Under Time-Varying Tokamak Fuel Demand,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=16&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee JU,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Lee Jae-Uk, Chang Min Ho, Kang Hyun-Goo, Chung Dong-You, Yun Sei-Hun, Lee Suh-Young, Lee In-Beum",1046-1052,Article,FUSION SCIENCE AND TECHNOLOGY,
402,Mathematical Modeling to Minimize Tritium Inventory of the Fuel Cycle of ITER,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=19&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee ES,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Lee Suh-Young, Chang Min Ho, Lee Jae-Uk, Ha Jin-Kuk, Yun Sei-Hun, Lee In-Beum, Lee Euy Soo",351-357 특별호: SI,Article,FUSION SCIENCE AND TECHNOLOGY,
403,0,0,0,0,0,0,0,0,
404,0,0,0,0,0,0,0,0,
405,0,0,0,0,0,0,0,0,
406,0,0,0,0,0,0,0,0,
407,0,0,0,0,0,0,0,0,
408,Human-machine interaction: A case study on fake news detection using a backtracking based on a cognitive system,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=26&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Na IS,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Ko Hoon, Hong Jong Youl, Kim Sangheon, Mesicek Libor, Na In Seop",77-81,Article,COGNITIVE SYSTEMS RESEARCH,
409,0,0,0,0,0,0,0,0,
410,Blog Reliability Analysis With Conflicting Interests of Contexts in the Extended Branch for Cyber-Security,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=30&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kim P,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Ko Hoon, Mesicek Libor, Hong Jong Youl, Yeo Soon Sim, Pan Sung Bum, Kim Pankoo",143693-143698,Article,IEEE ACCESS,
411,Cultural intelligence as education contents: Exploring the pedagogical aspects of effective functioning in higher education,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=32&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Song M,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Hong Jong Youl, Ko Hoon, Mesicek Libor, Song MoonBae",e5489,Article, Early Access,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE
412,0,0,0,0,0,0,0,0,
413,How Schools Can Promote the Intercultural Competence of Young People,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=35&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Barrett M,"HOGREFE & HUBER PUBLISHERS, PO BOX 2487, KIRKLAND, WA 98083-2487 USA",Barrett Martyn,93-104,Article,EUROPEAN PSYCHOLOGIST,
414,0,0,0,0,0,0,0,0,
415,A novel Lattice Boltzmann method for the dynamics of rigid particles suspended in a viscoelastic medium,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=39&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Ahn KH,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Lee Young Ki, Ahn Kyung Hyun",75-84,Article,JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,
416,Deposition of sticky spheres in channel flow: Modeling of surface coverage evolution requires accurate sphere-sphere collision hydrodynamics,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=42&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Sinno T,"ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","Lee Young Ki, Porter Christopher, Diamond Scott L., Crocker John C., Sinno Talid",383-393,Article,JOURNAL OF COLLOID AND INTERFACE SCIENCE,
417,Particle dynamics at fluid interfaces studied by the color gradient lattice Boltzmann method coupled with the smoothed profile method,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=45&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Ahn KH,"AMER PHYSICAL SOC, ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","Lee Young Ki, Ahn Kyung Hyun",53302,Article,PHYSICAL REVIEW E,
418,0,0,0,0,0,0,0,0,
419,0,0,0,0,0,0,0,0,
420,Influence of negative age stereotypes and anti-aging needs on older consumers' consumption-coping behaviours: A qualitative study in South Korea,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=49&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Lee E,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Bae Hyeyoon, Jo Sang Hyun, Han Semi, Lee Euehun",295-305,Article,INTERNATIONAL JOURNAL OF CONSUMER STUDIES,
421,0,0,0,0,0,0,0,0,
422,Three-dimensional porous pitch-derived carbon coated Si nanoparticles-CNT composite microsphere with superior electrochemical performance for lithium ion batteries,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=52&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Park Gi Dae, Choi Jae Hun, Jung Dae Soo, Park Jin-Sung, Kang Yun Chan",153224,Article,JOURNAL OF ALLOYS AND COMPOUNDS,
423,0,0,0,0,0,0,0,0,
424,Towards an efficient anode material for Li-ion batteries: understanding the conversion mechanism of nickel hydroxy chloride with Li- ions,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=56&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Lim Sae Hoon, Park Gi Dae, Jung Dae Soo, Lee Jong-Heun, Kang Yun Chan",1939-1946,Article,JOURNAL OF MATERIALS CHEMISTRY A,
425,Structural combination of polar hollow microspheres and hierarchical N-doped carbon nanotubes for high-performance Li-S batteries,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=58&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Lee Jun Yeob, Park Gi Dae, Choi Jae Hun, Kang Yun Chan",2142-2153,Article,NANOSCALE,
426,"Investigation of Binary Metal (Ni, Co) Selenite as Li-Ion Battery Anode Materials and Their Conversion Reaction Mechanism with Li Ions",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=61&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Park Gi Dae, Yang Sung Jin, Lee Jong-Heun, Kang Yun Chan",1905289,Article,SMALL,
427,0,0,0,0,0,0,0,0,
428,0,0,0,0,0,0,0,0,
