,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title
863,203014,248,홍수 위험도와 경제성 평가를 이용한 치수 투자우선순위 결정,김수전 /Soojun Kim,한국방재학회,"주홍준 /Joo Hong Jun, 이태우 /Lee Taewoo, 유영훈 /You Younghoon, 왕원준 /Won-joon Wang, 김형수 /HUNG SOO KIM",291-301,0,한국방재학회논문집,2019.11,"주홍준 /Joo Hong Jun[인하대학교], 이태우 /Lee Taewoo[인하대학교], 유영훈 /You Younghoon[인하대학교], 왕원준 /Won-joon Wang[인하대학교], 김수전 /Soojun Kim[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
864,203014,249,머신러닝 기반의 호우피해 발생확률 예측 모형 개발,김형수 /HUNG SOO KIM,한국방재학회,"김종성 /Kim， Jongsung, 이준형 /Lee， Junhyeong, 김동현 /Kim， Donghyun, 최창현 /Changhyun Choi, 이명진 /Myungjin Lee",115-127,0,한국방재학회논문집,2019.11,"김종성 /Kim， Jongsung[인하대학교], 이준형 /Lee， Junhyeong[인하대학교], 김동현 /Kim， Donghyun[인하대학교], 최창현 /Changhyun Choi[인하대학교], 이명진 /Myungjin Lee[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
865,203014,250,하천재해위험지구 투자우선순위 결정기법 개발,김수전 /Soojun Kim,한국방재학회,"이태우 /Lee Taewoo, 주홍준 /Joo Hong Jun, 김보란 /Kim， Bo Ran, 김동현 /Kim， Donghyun, 김형수 /HUNG SOO KIM",267-278,0,한국방재학회논문집,2019.11,"이태우 /Lee Taewoo[인하대학교], 주홍준 /Joo Hong Jun[인하대학교], 김보란 /Kim， Bo Ran[Colorado State University], 김동현 /Kim， Donghyun[인하대학교], 김수전 /Soojun Kim[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
866,203014,251,지역성을 고려한 시도별 재해예방사업비 배분기준에 대한 연구,김수전 /Soojun Kim,한국방재학회,"이태우 /Lee Taewoo, 주홍준 /Joo Hong Jun, 김재광 /JAEKWANG KIM, 임지온 /Im， Ji-on, 김형수 /HUNG SOO KIM",215-222,0,한국방재학회논문집,2019.11,"이태우 /Lee Taewoo[인하대학교], 주홍준 /Joo Hong Jun[인하대학교], 김재광 /JAEKWANG KIM[인하대학교 수자원시스템연구소], 임지온 /Im， Ji-on[인하대학교], 김수전 /Soojun Kim[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
867,203014,252,지역 방재예산을 고려한 호우피해 예측,김형수 /HUNG SOO KIM,한국방재학회,"이준형 /Lee， Junhyeong, 김종성 /Kim， Jongsung, 김동현 /Kim， Donghyun, 이태우 /Lee Taewoo",207-214,0,한국방재학회논문집,2019.11,"이준형 /Lee， Junhyeong[인하대학교], 김종성 /Kim， Jongsung[인하대학교], 김동현 /Kim， Donghyun[인하대학교], 이태우 /Lee Taewoo[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
868,203014,253,간접편익을 고려한 재해예방사업의 경제성 분석 및 평가,서용석 /Seo， Yong-Seok,한국방재학회,"왕원준 /Won-joon Wang, 최창현 /Changhyun Choi, 김동현 /Kim， Donghyun, 유영훈 /You Younghoon, 김형수 /HUNG SOO KIM",63-73,0,한국방재학회논문집,2019.11,"왕원준 /Won-joon Wang[인하대학교], 최창현 /Changhyun Choi[인하대학교], 김동현 /Kim， Donghyun[인하대학교], 유영훈 /You Younghoon[인하대학교], 서용석 /Seo， Yong-Seok[(사)방재관리연구센터], 김형수 /HUNG SOO KIM[인하대학교]",valid
869,203014,254,거대강우 시나리오를 이용한 거대홍수량 산정,김정욱 /Jungwook Kim,한국습지학회,"한대건 /Han Daegun, 김덕환 /Kim Deokhwan, 정재원 /JUNG JAE WON, 이종소 /Jongso Lee, 김형수 /HUNG SOO KIM",90-97,0,한국습지학회지,2019.12,"한대건 /Han Daegun[인하대학교], 김덕환 /Kim Deokhwan[한국건설기술연구원], 김정욱 /Jungwook Kim[인하대학교], 정재원 /JUNG JAE WON[인하대학교], 이종소 /Jongso Lee[국토연구원], 김형수 /HUNG SOO KIM[인하대학교]",valid
870,203014,255,0,0,0,0,0,0,0,0,0,unknown--
871,203014,256,0,0,0,0,0,0,0,0,0,unknown--
872,203014,257,0,0,0,0,0,0,0,0,0,unknown--
873,203014,258,0,0,0,0,0,0,0,0,0,unknown--
874,203014,259,0,0,0,0,0,0,0,0,0,unknown--
875,203014,260,0,0,0,0,0,0,0,0,0,unknown--
876,203014,261,0,0,0,0,0,0,0,0,0,unknown--
877,203014,262,0,0,0,0,0,0,0,0,0,unknown--
878,203014,264,산업연관모형을 이용한 자연재난 피해가 국가 경제에 미치는 영향 평가,김형수 /HUNG SOO KIM,한국방재학회,"최창현 /Changhyun Choi, 김종성 /Kim， Jongsung, 이태우 /Lee Taewoo, 이시윤 /Lee， Siyoon, 김수전 /Soojun Kim",129-137,0,한국방재학회논문집,2019.11,"최창현 /Changhyun Choi[인하대학교], 김종성 /Kim， Jongsung[인하대학교], 이태우 /Lee Taewoo[인하대학교], 이시윤 /Lee， Siyoon[한국수자원조사기술원], 김수전 /Soojun Kim[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
879,203014,265,노후저수지의 재해위험 강우 및 붕괴유출량 산정,김형수 /HUNG SOO KIM,한국방재학회,"김동현 /Kim, Donghyun, 김종성 /Kim， Jongsung, 최창현 /Changhyun Choi, 왕원준 /Won-joon Wang, 유영훈 /You Younghoon",421-432,0,한국방재학회논문집,2019.12,"김동현 /Kim, Donghyun[인하대학교], 김종성 /Kim， Jongsung[인하대학교], 최창현 /Changhyun Choi[인하대학교], 왕원준 /Won-joon Wang[인하대학교], 유영훈 /You Younghoon[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
880,203015,91,0,0,0,0,0,0,0,0,0,unknown--
881,203015,93,0,0,0,0,0,0,0,0,0,unknown--
882,203018,64,0,0,0,0,0,0,0,0,0,unknown--
883,203018,65,0,0,0,0,0,0,0,0,0,unknown--
884,203018,66,0,0,0,0,0,0,0,0,0,unknown--
885,203018,67,해운물류분야 우리나라 대표연구자 및 연구기관,조아현 /ahhyun jo,한국항만경제학회,장영태 /Young-Tae CHANG,117-138,0,한국항만경제학회지,2019.03,"장영태 /Young-Tae CHANG[인하대학교], 조아현 /ahhyun jo[인하대학교]",valid
886,203018,68,0,0,0,0,0,0,0,0,0,unknown--
887,203018,69,0,0,0,0,0,0,0,0,0,unknown--
888,203019,52,운동선수의 사회심리적·상황적 요인이 재능기부 참여의향에 미치는 영향,김우성 /KIM WOOSUNG,한국사회체육학회,김우성 /KIM WOOSUNG,291-300,0,한국사회체육학회지,2019.02,김우성 /KIM WOOSUNG[인하대학교],valid
889,203020,60,0,0,0,0,0,0,0,0,0,unknown--
890,203020,61,국가직무능력표준(NCS)기반 대학 무용교육전문인 양성 교육과정 평가준거 개발 연구,오수학 /Suhak Oh,한국무용학회,김보미 /KIM BOMI,47-59,0,한국무용학회지,2019.07,"김보미 /KIM BOMI[인하대학교 스포츠과학연구소], 오수학 /Suhak Oh[인하대학교]",valid
891,203020,62,메타분석을 적용한 근골격 통증 개선에 대한 운동중재 평가,오수학 /Suhak Oh,중앙대학교 학교체육연구소,"김영욱 /KIM YOUNG WOOK, 최지아 /Choi， Jee-Ah",55-72,0,Asian Journal of Physical Education and Sport Science,2019.12,"김영욱 /KIM YOUNG WOOK[인하대학교], 오수학 /Suhak Oh[인하대학교], 최지아 /Choi， Jee-Ah[인하대학교]",valid
892,203021,45,0,0,0,0,0,0,0,0,0,unknown--
893,203021,46,균형잡힌 교양교육을 위한 I 대학 교양역량 진단도구 개발 및 타당화 연구,정연재 /Jeong， Yeonjae,한국교양교육학회,"정윤경 /Chung， Yoonkyung, 정기섭 /Ki-Seob Chung",397-417,0,교양교육연구,2019.04,"정윤경 /Chung， Yoonkyung[인하대학교], 정연재 /Jeong， Yeonjae[인하대학교], 정기섭 /Ki-Seob Chung[인하대학교]",valid
894,203022,51,중국인 학습자를 위한 한·중 ‘체언+용언’형 연어 대응 양상 연구,박덕유 /Park Deok-yu,학습자중심교과교육학회,황려명 /Huang Liming,885-905,0,학습자중심교과교육연구,2019.02,"황려명 /Huang Liming[인하대학교], 박덕유 /Park Deok-yu[인하대학교]",valid
895,203022,52,한국어와 베트남어의 재귀 표현 대조 연구,박덕유 /Park Deok-yu,한민족어문학회,응웬옥빈항 /Nguyen Ngoc Vinh Hang,45-78,0,한민족어문학(구 영남어문학),2019.03,"응웬옥빈항 /Nguyen Ngoc Vinh Hang[인하대학교 국어교육과], 박덕유 /Park Deok-yu[인하대학교]",valid
896,203022,53,중국인 학습자를 위한 추측 양태 표현의 이해 양상 연구,박덕유 /Park Deok-yu,인하대학교 교육연구소,"하흔흔 /Xia, Xinxin",783-810,0,교육문화연구,2019.04,"하흔흔 /Xia, Xinxin[인하대학교], 박덕유 /Park Deok-yu[인하대학교]",valid
897,203022,54,인공지능 시대의 한국어 교육에서 다중지능 이론의 적용 방향 연구,박덕유 /Park Deok-yu,한국중원언어학회,"윤화영 /Hwayoung Youn, 박혜경 /Hyegyeong Bak",127-154,0,언어학 연구,2019.07,"윤화영 /Hwayoung Youn[인하대학교], 박혜경 /Hyegyeong Bak[인하대학교], 박덕유 /Park Deok-yu[인하대학교]",valid
898,203022,55,중국인 학습자를 위한 한·중 부정 양태부사 대조 연구,박덕유 /Park Deok-yu,학습자중심교과교육학회,왕원 /Wang Yuan,181-209,0,학습자중심교과교육연구,2019.08,"왕원 /Wang Yuan[인하대학교], 박덕유 /Park Deok-yu[인하대학교]",valid
899,203022,56,한국어 부사격 조사 ‘에’와 ‘로/으로’의 중국어 대응 양상 연구,박덕유 /Park Deok-yu,한민족어문학회,설교,7-41,0,한민족어문학(구 영남어문학),2019.09,"설교[인하대학교 국어교육과 박사과정], 박덕유 /Park Deok-yu[인하대학교]",valid
900,203022,57,외국인 학습자를 위한 성경 한자어 교육 연구 ― 사복음서를 중심으로 ―,이안용 /An-yong Lee,(재)대한성서공회 성경원문연구소,박덕유 /Park Deok-yu,162-200,0,성경원문연구,2019.1,"박덕유 /Park Deok-yu[인하대학교], 이안용 /An-yong Lee[인하대학교]",valid
