,Unnamed: 0,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title
1686,1686,210044,71,A 300-Year High-Resolution Greenland Ice Record of Large-Scale Atmospheric Pollution by Arsenic in the Northern Hemisphere,Hong S(corresponding author),"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Lee Khanghyun, Han Changhee, Hong Sang-Bum, Jun Seong-Joon, Han Yeongcheol, Xiao Cunde, Du Zhiheng, Hur Soon Do, Lee Jong Ik, Boutron Claude F.",12999-13008,Article,ENVIRONMENTAL SCIENCE & TECHNOLOGY,NOV 19 2019,"Lee Khanghyun[Korea Polar Res Inst], Han Changhee[Korea Polar Res Inst], Hong Sang-Bum[Korea Polar Res Inst], Jun Seong-Joon[Korea Polar Res Inst], Han Yeongcheol[Korea Polar Res Inst], Xiao Cunde[Beijing Normal Univ], Du Zhiheng[Chinese Acad Sci], Hur Soon Do[Korea Polar Res Inst], Lee Jong Ik[Korea Polar Res Inst], Boutron Claude F.[Univ Grenoble Alpes]",valid
1687,1687,210045,18,0,0,0,0,0,0,0,0,0,unknown--
1688,1688,210045,19,0,0,0,0,0,0,0,0,0,unknown--
1689,1689,210045,20,0,0,0,0,0,0,0,0,0,unknown--
1690,1690,210045,21,0,0,0,0,0,0,0,0,0,unknown--
1691,1691,210047,48,0,0,0,0,0,0,0,0,0,unknown--
1692,1692,210047,49,0,0,0,0,0,0,0,0,0,unknown--
1693,1693,210048,24,0,0,0,0,0,0,0,0,0,unknown--
1694,1694,210051,44,Feasibility of bronchial washing fluid-based approach to early-stage lung cancer diagnosis,0,"AMER ASSOC CANCER RESEARCH, 615 CHESTNUT ST, 17TH FLOOR, PHILADELPHIA, PA 19106-4404 USA","Ryu Jeong Seon, Lee Myoung Kyu, Lee Seung Jae",74-75,Meeting Abstract,CLINICAL CANCER RESEARCH,JUN 2020,Ryu Jeong Seon[Inha Univ Hosp],valid
1695,1695,210051,45,"Case of both rivaroxaban- and dabigatran-induced leukocytoclastic vasculitis, during management of pulmonary thromboembolism",Lee HL(corresponding author),"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Lee Hong Lyeol, Kim Lucia, Kim Cheol Woo, Kim Jung Soo, Nam Hae Sung, Ryu Jeong Seon",219-222,Article,RESPIRATORY MEDICINE CASE REPORTS,2019,"Lee Hong Lyeol[Inha Univ], Kim Lucia[Inha Univ], Kim Cheol Woo[Inha Univ], Kim Jung Soo[Inha Univ], Nam Hae Sung[Inha Univ], Ryu Jeong Seon[Inha Univ]",valid
1696,1696,210052,50,RELATIONS OF BLOOD PRESSURE VARIABILITY TO LEFT VENTRICULAR FUNCTION AND ARTERIAL STIFFNESS IN THE HYPERTENSIVE PATIENTS,0,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Shin Sung-Hee, Jang Ji-Hoon, Lee Man-Jong, Park Sang-Don, Kwon Sung-Woo, Woo Seong-Ill, Kim Dae-Hyeok, Kim Moon-Jae, Park Keum-Soo, Kwan Jun",E484-E485,Meeting Abstract,JOURNAL OF HYPERTENSION,SEP 2016,"Shin Sung-Hee[Inha Univ Hosp], Jang Ji-Hoon[Inha Univ Hosp], Lee Man-Jong[Inha Univ Hosp], Park Sang-Don[Inha Univ Hosp], Kwon Sung-Woo[Inha Univ Hosp], Woo Seong-Ill[Inha Univ Hosp], Kim Dae-Hyeok[Inha Univ Hosp], Kim Moon-Jae[Inha Univ Hosp], Park Keum-Soo[Inha Univ Hosp], Kwan Jun[Inha Univ Hosp]",valid
1697,1697,210052,54,Angiotensin Receptor Neprilysin Inhibitor for Functional Mitral Regurgitation PRIME Study,Kang DH(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Kang Duk-Hyun, Park Sung-Ji, Shin Sung-Hee, Hong Geu-Ru, Lee Sahmin, Kim Min-Seok, Yun Sung-Cheol, Song Jong-Min, Park Seung-Woo, Kim Jae-Joong",1354-1365,Article,CIRCULATION,MAR 12 2019,"Kang Duk-Hyun[Univ Ulsan], Park Sung-Ji[Samsung Med Ctr], Shin Sung-Hee[Inha Univ], Lee Sahmin[Univ Ulsan], Kim Min-Seok[Univ Ulsan], Yun Sung-Cheol[Univ Ulsan], Song Jong-Min[Univ Ulsan], Park Seung-Woo[Samsung Med Ctr], Kim Jae-Joong[Univ Ulsan]",valid
1698,1698,210053,28,HS-173 as a novel inducer of RIP3-dependent necroptosis in lung cancer,"Hong SS(corresponding author), Kim YS(corresponding author)","ELSEVIER IRELAND LTD, ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND","Park Jung Hee, Jung Kyung Hee, Kim Soo Jung, Yoon Young-Chan, Yan Hong Hua, Fang Zhenghuan, Lee Ji Eun, Lim Joo Han, Mah Shinmee, Hong Sungwoo",94-104,Article,CANCER LETTERS,2019,"Park Jung Hee[Inha Univ], Jung Kyung Hee[Inha Univ], Kim Soo Jung[Inha Univ], Yoon Young-Chan[Inha Univ], Yan Hong Hua[Inha Univ], Fang Zhenghuan[Inha Univ], Lee Ji Eun[Inha Univ], Lim Joo Han[Inha Univ]",valid
1699,1699,210053,31,0,0,0,0,0,0,0,0,0,unknown--
1700,1700,210053,35,Effect of study-level factors on treatment-free remission rate in patients with chronic myeloid leukemia: A systematic review and meta-analysis,0,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Cho J., Kim J., Park J., Lim J. H., Lee M. H.",0,Meeting Abstract,ANNALS OF ONCOLOGY,NOV 2019,"Cho J.[Inha Univ Hosp], Kim J.[Inha Univ Hosp], Park J.[Inha Univ Hosp], Lim J. H.[Inha Univ Hosp], Lee M. H.[Inha Univ Hosp]",valid
1701,1701,210053,36,Relative Efficacy of Systemic Treatments for Patients with Advanced Hepatocellular Carcinoma According to Viral Status: A Systematic Review and Network Meta-Analysis,Kim J(corresponding author),"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Park Jisun, Cho Jinhyun, Lim Joo Han, Lee Moon Hee, Kim Jinchul",395-403,Review,TARGETED ONCOLOGY,AUG 2019,"Park Jisun[Inha Univ], Cho Jinhyun[Inha Univ], Lim Joo Han[Inha Univ], Lee Moon Hee[Inha Univ], Kim Jinchul[Inha Univ]",valid
1702,1702,210053,37,An Integrative Data Mining and Omics-Based Translational Model for the Identification and Validation of Oncogenic Biomarkers of Pancreatic Cancer,"Hong SS(corresponding author), Kwon SW(corresponding author)","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Nguyen Phuoc Long, Jung Kyung Hee, Nguyen Hoang Anh, Yan Hong Hua, Tran Diem Nghi, Park Seongoh, Yoon Sang Jun, Min Jung Eun, Kim Hyung Min, Lim Joo Han",155,Article,CANCERS,FEB 2019,"Nguyen Phuoc Long[Seoul Natl Univ], Jung Kyung Hee[Inha Univ], Nguyen Hoang Anh[Seoul Natl Univ], Yan Hong Hua[Inha Univ], Tran Diem Nghi[Vietnam Natl Univ], Park Seongoh[Seoul Natl Univ], Yoon Sang Jun[Seoul Natl Univ], Min Jung Eun[Seoul Natl Univ], Kim Hyung Min[Seoul Natl Univ], Lim Joo Han[Inha Univ]",valid
1703,1703,210055,57,Ultra-Low-Dose Neck CT With Low-Dose Contrast Material for Preoperative Staging of Thyroid Cancer: Image Quality and Diagnostic Performance,Baik SK(corresponding author),"AMER ROENTGEN RAY SOC, 1891 PRESTON WHITE DR, SUBSCRIPTION FULFILLMENT, RESTON, VA 22091 USA","Yeom Jeong A., Roh Jieun, Jeong Yeon Joo, Lee Jin Choon, Kim Hyun Yul, Suh Young Ju, Baik Seung Kug",748-754,Article,AMERICAN JOURNAL OF ROENTGENOLOGY,APR 2019,Suh Young Ju[Inha Univ],valid
1704,1704,210055,58,Treatment options for isolated iliac artery aneurysms and their impact on aortic diameter after treatment,Lee T(corresponding author),"KOREAN SURGICAL SOCIETY, 3304HO, 101 DONG, BROWNSTONE SEOUL, 335, JUNGMIN-DONG, JUNG-GU, SEOUL, 100-859, SOUTH KOREA","Kim Jang Yong, Kim Dae Hwan, Quan Cheng, Suh Young Ju, Ann Hyun Young, Kim Ji Il, Moon In Sung, Lee Taeseung",146-151,Article,ANNALS OF SURGICAL TREATMENT AND RESEARCH,MAR 2019,"Kim Jang Yong[Catholic Univ Korea], Kim Dae Hwan[Seoul Natl Univ], Quan Cheng[Catholic Univ Korea], Suh Young Ju[Inha Univ], Ann Hyun Young[Korea Univ], Kim Ji Il[Catholic Univ Korea], Moon In Sung[Catholic Univ Korea], Lee Taeseung[Seoul Natl Univ]",valid
1705,1705,210055,59,"Relationship between current smoking, visual CT findings and emphysema index in cigarette smokers",Jou SS(corresponding author),"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Jou Sung Shick, Yagihashi Kunihiro, Zach Jordan Alexander, Lynch David, Suh Young Ju",195-199,Article,CLINICAL IMAGING,JAN-FEB 2019,"Jou Sung Shick[Soonchunhyang Univ], Yagihashi Kunihiro[St Marianna Univ], Zach Jordan Alexander[Natl Jewish Hlth], Lynch David[Natl Jewish Hlth], Suh Young Ju[Inha Univ]",valid
1706,1706,210055,60,Asymptomatic systemic air embolism after CT-guided percutaneous transthoracic needle biopsy,Rho JY(corresponding author),"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Jang Hyunkyung, Rho Ji Young, Suh Young Ju, Jeong Yeon Joo",49-57,Article,CLINICAL IMAGING,JAN-FEB 2019,"Jang Hyunkyung[CHA Univ], Rho Ji Young[CHA Univ], Suh Young Ju[Inha Univ]",valid
1707,1707,210055,61,Prediction model for hepatocellular carcinoma risk in treatment-naive chronic hepatitis B patients receiving entecavir/tenofovir,Jin YJ(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Yu Jung Hwan, Suh Young Ju, Jin Young-Joo, Heo Nae-Yun, Jang Ji Woong, You Chan Ran, An Hyun Young, Lee Jin-Woo",865-872,Article,EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,JUL 2019,"Yu Jung Hwan[Inha Univ], Suh Young Ju[Inha Univ], Jin Young-Joo[Inha Univ], Heo Nae-Yun[Inje Univ], Jang Ji Woong[Eulji Univ Hosp], You Chan Ran[Catholic Univ Korea], An Hyun Young[Korea Univ], Lee Jin-Woo[Inha Univ]",valid
1708,1708,210055,62,Efficacy of volumetric analysis of aorta as surveillance tool after EVAR,Kim JY(corresponding author),"ELSEVIER SINGAPORE PTE LTD, 3 KILLINEY ROAD 08-01, WINSLAND HOUSE 1, SINGAPORE, 239519, SINGAPORE","Quan Cheng, Oh Youn Kyung, Park Sun Cheol, Won Yong Sung, Yun Sang Seob, Suh Young Ju, Kim Jang Yong",746-754,Article,ASIAN JOURNAL OF SURGERY,JUL 2019,"Quan Cheng[Catholic Univ Korea], Oh Youn Kyung[Korea Univ], Park Sun Cheol[Catholic Univ Korea], Won Yong Sung[Catholic Univ Korea], Yun Sang Seob[Catholic Univ Korea], Suh Young Ju[Inha Univ], Kim Jang Yong[Catholic Univ Korea]",valid
1709,1709,210055,63,Evaluating the Outcome of Multi-Morbid Patients Cared for by Hospitalists: a Report of Integrated Medical Model in Korea,Kim AJ(corresponding author),"KOREAN ACAD MEDICAL SCIENCES, 302 75 DONG DU ICHON, DONG YONGSAN KU, SEOUL 140 031, SOUTH KOREA","Lee Jung Hwan, Kim Ah Jin, Kyong Tae Young, Jang Ji-Hun, Park Jeongmi, Lee Jeong Hoon, Lee Man-Jong, Kim Jung-Soo, Suh Young Ju, Kwon Seong-Ryul",e179,Article,JOURNAL OF KOREAN MEDICAL SCIENCE,JUL 1 2019,"Lee Jung Hwan[Inha Univ], Kim Ah Jin[Inha Univ], Kyong Tae Young[Yonsei Univ], Jang Ji-Hun[Inha Univ], Park Jeongmi[Inha Univ], Lee Jeong Hoon[Inha Univ], Lee Man-Jong[Inha Univ], Kim Jung-Soo[Inha Univ], Suh Young Ju[Inha Univ], Kwon Seong-Ryul[Inha Univ]",valid
1710,1710,210055,64,Effective therapeutic options for elderly patients with hepatocellular carcinoma A nationwide cohort study,Jin YJ(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Shin Jongbeom, Yu Jung Hwan, Jin Young-Joo, Suh Young Ju, Kim Deuck Hwa, Byun Seyoun, Lee Jin-Woo",e16150,Article,MEDICINE,JUL 2019,"Shin Jongbeom[Inha Univ], Suh Young Ju[Inha Univ], Kim Deuck Hwa[Inha Univ], Byun Seyoun[Univ Utah]",valid
1711,1711,210055,65,Association of Serum Uric Acid with Cardiovascular Disease Risk Scores in Koreans,Jung KH(corresponding author),"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Lee Seung Yun, Park Won, Suh Young Ju, Lim Mie Jin, Kwon Seong-Ryul, Lee Joo-Hyun, Joo Young Bin, Oh Youn-Kyung, Jung Kyong-Hee",4632,Article,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,DEC 2019,"Lee Seung Yun[Inha Univ], Park Won[Inha Univ], Suh Young Ju[Inha Univ], Lim Mie Jin[Inha Univ], Kwon Seong-Ryul[Inha Univ], Lee Joo-Hyun[Inje Univ], Joo Young Bin[Catholic Univ Korea], Oh Youn-Kyung[Inha Univ], Jung Kyong-Hee[Inha Univ]",valid
1712,1712,210055,66,Inter-observer Reproducibility in the Pathologic Diagnosis of Gastric Intraepithelial Neoplasia and Early Carcinoma in Endoscopic Submucosal Dissection Specimens: A Multi-center Study,You JH(corresponding author),"KOREAN CANCER ASSOCIATION, RM 1824, GWANGHWAMUN OFFICIA, 92 SAEMUNAN-RO, JONGNO-GU, SEOUL, 110-999, SOUTH KOREA","Kim Oon Mee, Sohn Jin Hee, Cho Mee-Yon, Kim Woo Ho, Chang Hee Kyung, Jung Eun Sun, Kook Myeong-Cherl, Jin So-Young, Chae Yang Seok, Park Young Soo",1568-1577,Article,CANCER RESEARCH AND TREATMENT,OCT 2019,"Kim Oon Mee[Inha Univ], Sohn Jin Hee[Sungkyunkwan Univ], Cho Mee-Yon[Yonsei Univ], Kim Woo Ho[Seoul Natl Univ], Jung Eun Sun[Catholic Univ Korea], Kook Myeong-Cherl[Natl Canc Ctr], Jin So-Young[Soonchunhyang Univ], Chae Yang Seok[Korea Univ], Park Young Soo[ Univ Ulsan]",valid
1713,1713,210055,67,Association between Serum Uric Acid and Metabolic Syndrome in Koreans,Suh YJ(corresponding author),"KOREAN ACAD MEDICAL SCIENCES, 302 75 DONG DU ICHON, DONG YONGSAN KU, SEOUL 140 031, SOUTH KOREA","Jeong Jihyun, Suh Young Ju",e307,Article,JOURNAL OF KOREAN MEDICAL SCIENCE,DEC 16 2019,"Jeong Jihyun[Inha Univ], Suh Young Ju[Inha Univ]",valid
1714,1714,210055,68,Presence of Carotid Plaque Is Associated with Rapid Renal Function Decline in Patients with Type 2 Diabetes Mellitus and Normal Renal Function,Nam M(corresponding author),"KOREAN DIABETES ASSOC, 101-2104, LOTTE CASTLE PRES, 109 MAPO-DAERO, MAPO-GU, SEOUL, 04146, SOUTH KOREA","Seo Da Hea, Kim So Hun, Song Joon Ho, Hong Seongbin, Suh Young Ju, Ahn Seong Hee, Woo Jeong-Taek, Baik Sei Hyun, Park Yongsoo, Lee Kwan Woo",840-853,Article,DIABETES & METABOLISM JOURNAL,DEC 2019,"Seo Da Hea[Inha Univ], Kim So Hun[Inha Univ], Song Joon Ho[Inha Univ], Hong Seongbin[Inha Univ], Suh Young Ju[Inha Univ], Ahn Seong Hee[Inha Univ], Woo Jeong-Taek[Kyung Hee Univ], Baik Sei Hyun[Korea Univ], Park Yongsoo[Univ Illinois], Lee Kwan Woo[Ajou Univ]",valid
1715,1715,210229,35,Extensive Digital Contractures Caused by Gout,Jung KH(corresponding author),"TURKISH LEAGUE AGAINST RHEUMATISM, TALATPASA BULVARI DUMLUPINAR CAD 40 3 CEBECI DORTYOL, ANKARA, 06100, TURKEY","Lee Seung Yun, Park Won, Kwon Seong Ryul, Kim Yeo Ju, Lim Mie Jin, Jo Minjae, Jung Kyong-Hee",119-121,Letter,ARCHIVES OF RHEUMATOLOGY,MAR 2019,"Lee Seung Yun[Inha Univ], Park Won[Inha Univ], Kwon Seong Ryul[Inha Univ], Kim Yeo Ju[Inha Univ], Lim Mie Jin[Inha Univ], Jo Minjae[Inha Univ], Jung Kyong-Hee[Inha Univ]",valid
1716,1716,210229,36,Efficacy and safety of tocilizumab in Korean patients with active rheumatoid arthritis,Song YW(corresponding author),"KOREAN ASSOC INTERNAL MEDICINE, 101-2501 LOTTE CASTLE PRESIDENT, 109 MAPO-DAERO, MAPO-GU, SEOUL, 121-916, SOUTH KOREA","Baek Han Joo, Lim Mie Jin, Park Won, Park Sung Hwan, Shim Seung-Cheol, Yoo Dae-Hyun, Kim Hyun Ah, Lee Soo Kon, Lee Yun Jong, Park Young Eun",917-931,Article,KOREAN JOURNAL OF INTERNAL MEDICINE,JUL 2019,"Baek Han Joo[Gachon Univ], Lim Mie Jin[Inha Univ Hosp], Park Won[Inha Univ Hosp], Park Sung Hwan[Catholic Univ Korea], Shim Seung-Cheol[Chungnam Natl Univ Hosp], Yoo Dae-Hyun[Hanyang Univ], Kim Hyun Ah[Hallym Univ], Lee Soo Kon[Yonsei Univ], Lee Yun Jong[Seoul Natl Univ], Park Young Eun[Pusan Natl Univ Hosp]",valid
1717,1717,210230,20,Blood pressure variability and hemorrhagic transformation in patients with successful recanalization after endovascular recanalization therapy: A retrospective observational study,Ko SB(corresponding author),"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Kim Tae Jung, Park Hee-Kwon, Kim Jeong-Min, Lee Ji Sung, Park Soo-Hyun, Jeong Hae-Bong, Park Kwang-Yeol, Rha Joung-Ho, Yoon Byung-Woo, Ko Sang-Bae",574-581,Article,ANNALS OF NEUROLOGY,APR 2019,"Kim Tae Jung[Seoul Natl Univ Hosp], Park Hee-Kwon[Inha Univ], Kim Jeong-Min[Chung Ang Univ Hosp], Lee Ji Sung[Asan Med Ctr], Park Soo-Hyun[Seoul Natl Univ Hosp], Jeong Hae-Bong[Seoul Natl Univ Hosp], Park Kwang-Yeol[Chung Ang Univ Hosp], Rha Joung-Ho[Inha Univ], Yoon Byung-Woo[Seoul Natl Univ Hosp], Ko Sang-Bae[Seoul Natl Univ Hosp]",valid
1718,1718,210232,23,Integrating Sustainability into the Optimization of Fuel Logistics Networks,Pourhejazy P(corresponding author),"KOREAN SOCIETY OF CIVIL ENGINEERS-KSCE, 3-16 JUNGDAE-RO 25-GIL, SONGPA-GU, SEOUL, 05661, SOUTH KOREA","Pourhejazy Pourya, Kwon Oh Kyoung, Lim Hyunwoo",1369-1383,Article,KSCE JOURNAL OF CIVIL ENGINEERING,MAR 2019,"Pourhejazy Pourya[Shanghai Jiao Tong Univ], Kwon Oh Kyoung[Inha Univ], Lim Hyunwoo[Inha Univ]",valid
1719,1719,210232,24,0,0,0,0,0,0,0,0,0,unknown--
1720,1720,210233,61,Well-dispersed Pt nanoparticles on borane-modified graphene oxide and their electrocatalytic performance for oxygen reduction reaction,Park S(corresponding author),"ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","Lim Donggyu, Shim Yeonjun, Oh Junghoon, Kim Sujin, Park Sungjin",168-174,Article,JOURNAL OF SOLID STATE CHEMISTRY,MAR 2019,"Lim Donggyu[Inha Univ], Shim Yeonjun[Inha Univ], Oh Junghoon[Inha Univ], Kim Sujin[Inha Univ], Park Sungjin[Inha Univ]",valid
1721,1721,210233,62,Metal-free N-doped carbon blacks as excellent electrocatalysts for oxygen reduction reactions,Park S(corresponding author),"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Oh Junghoon, Park Sunghee, Jang Dawoon, Shin Yunseok, Lim Donggyu, Park Sungjin",481-487,Article,CARBON,APR 2019,"Oh Junghoon[Inha Univ], Park Sunghee[Inha Univ], Jang Dawoon[Inha Univ], Shin Yunseok[Inha Univ], Lim Donggyu[Inha Univ], Park Sungjin[Inha Univ]",valid
1722,1722,210234,45,0,0,0,0,0,0,0,0,0,unknown--
1723,1723,210234,46,0,0,0,0,0,0,0,0,0,unknown--
1724,1724,210234,47,0,0,0,0,0,0,0,0,0,unknown--
1725,1725,210234,48,0,0,0,0,0,0,0,0,0,unknown--
1726,1726,210234,49,0,0,0,0,0,0,0,0,0,unknown--
1727,1727,210235,37,The effect of actual workplace learning on job satisfaction and organizational commitment The moderating role of intrinsic learning motive,Ryu G(corresponding author),"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Ryu Geunpil, Moon Seong-Gin",481-497,Article,JOURNAL OF WORKPLACE LEARNING,OCT 14 2019,"Ryu Geunpil[Chonnam Natl Univ], Moon Seong-Gin[Inha Univ]",valid
1728,1728,210235,38,0,0,0,0,0,0,0,0,0,unknown--
1729,1729,211007,16,THE CHROMATIC POLYNOMIAL FOR CYCLE GRAPHS,Shin H(corresponding author),"KANGWON-KYUNGKI MATHEMATICAL SOC, DEPT MATH, KANGWON NATL UNIV,, CHUNCHEON, 200-701, SOUTH KOREA","Lee Jonghyeon, Shin Heesung",525-534,Article,KOREAN JOURNAL OF MATHEMATICS,2019,"Lee Jonghyeon[Inha Univ], Shin Heesung[Inha Univ]",valid
1730,1730,211007,17,REFINED ENUMERATION OF VERTICES AMONG ALL ROOTED ORDERED d-TREES,Kim S(corresponding author),"KOREAN MATHEMATICAL SOC, KOREA SCIENCE TECHNOLOGY CTR 202, 635-4 YEOKSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA","Kim Sangwook, Seo Seunghyun, Shin Heesung",899-910,Article,BULLETIN OF THE KOREAN MATHEMATICAL SOCIETY,JUL 2019,"Kim Sangwook[Chonnam Natl Univ], Seo Seunghyun[Kangwon Natl Univ], Shin Heesung[Inha Univ]",valid
1731,1731,211058,11,0,0,0,0,0,0,0,0,0,unknown--
1732,1732,211058,12,0,0,0,0,0,0,0,0,0,unknown--
1733,1733,211058,13,Virtual vs. actual body: applicability of anthropomorphic avatars to enhance exploratory creativity in architectural design education,Cho M(corresponding author),"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Hong Seung Wan, Park Jiyoung, Cho Minjung",520-527,Article,ARCHITECTURAL SCIENCE REVIEW,NOV 2 2019,"Hong Seung Wan[Inha Univ], Park Jiyoung[Inha Univ], Cho Minjung[Inha Univ]",valid
1734,1734,211059,53,A field study on application of infrared thermography for estimating mean radiant temperatures in large stadiums,Jo JH(corresponding author),"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Lee Dong-Seok, Kim Eui-Jong, Cho Young-Hum, Kang Joo-Won, Jo Jae-Hun",109360,Article,ENERGY AND BUILDINGS,NOV 1 2019,"Lee Dong-Seok[Inha Univ], Kim Eui-Jong[Inha Univ], Cho Young-Hum[Yeungnam Univ], Kang Joo-Won[Yeungnam Univ], Jo Jae-Hun[Inha Univ]",valid
1735,1735,211059,54,Development of Virtual Air Flow Sensor Using In-Situ Damper Performance Curve in VAV Terminal Unit,Cho YH(corresponding author),"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Kim Hyo-Jun, Jo Jae-Hun, Cho Young-Hum",4307,Article,ENERGIES,NOV 2 2019,"Kim Hyo-Jun[Yeungnam Univ], Jo Jae-Hun[Inha Univ], Cho Young-Hum[Yeungnam Univ]",valid
1736,1736,211059,55,0,0,0,0,0,0,0,0,0,unknown--
1737,1737,211060,11,Development of reservoir economic indicator for Barnett Shale gas potential evaluation based on the reservoir and hydraulic fracturing parameters,Shin H(corresponding author),"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Viet Nguyen-Le, Shin Hyundon",159-167,Article,JOURNAL OF NATURAL GAS SCIENCE AND ENGINEERING,JUN 2019,"Viet Nguyen-Le[Inha Univ], Shin Hyundon[Inha Univ]",valid
1738,1738,211060,12,Effect of reservoir characteristics on the productivity and production forecasting of the Montney shale gas in Canada,Shin H(corresponding author),"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Kim Garam, Lee Hyunsuk, Chen Zhuoheng, Athichanagorn Suwat, Shin Hyundon",106276,Article,JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,NOV 2019,"Kim Garam[Inha Univ], Lee Hyunsuk[Korea Inst Geosci & Mineral Resources], Chen Zhuoheng[Geol Survey Canada], Athichanagorn Suwat[Chulalongkorn Univ], Shin Hyundon[Inha Univ]",valid
1739,1739,211060,13,"Optimization of well placement and operating conditions for various well patterns in CO2 sequestration in the Pohang Basin, Korea",Shin H(corresponding author),"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Jun Changhyeok, Kim Min, Shin Hyundon",102810,Article,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,NOV 2019,"Jun Changhyeok[Inha Univ], Kim Min[Inha Univ], Shin Hyundon[Inha Univ]",valid
1740,1740,211060,14,"Application of a dual tubing CO2 injection-water production horizontal well pattern for improving the CO2 storage capacity and reducing the CAPEX: A case study in Pohang basin, Korea",Shin H(corresponding author),"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Kim Min, Shin Hyundon",102813,Article,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,NOV 2019,"Kim Min[Inha Univ], Shin Hyundon[Inha Univ]",valid
1741,1741,211063,77,0,0,0,0,0,0,0,0,0,unknown--
1742,1742,211063,78,0,0,0,0,0,0,0,0,0,unknown--
1743,1743,211063,79,0,0,0,0,0,0,0,0,0,unknown--
1744,1744,211064,83,0,0,0,0,0,0,0,0,0,unknown--
1745,1745,211064,84,0,0,0,0,0,0,0,0,0,unknown--
1746,1746,211064,85,0,0,0,0,0,0,0,0,0,unknown--
1747,1747,211064,86,0,0,0,0,0,0,0,0,0,unknown--
1748,1748,211064,88,0,0,0,0,0,0,0,0,0,unknown--
1749,1749,211064,89,0,0,0,0,0,0,0,0,0,unknown--
1750,1750,211064,90,0,0,0,0,0,0,0,0,0,unknown--
1751,1751,211064,91,0,0,0,0,0,0,0,0,0,unknown--
1752,1752,211064,92,0,0,0,0,0,0,0,0,0,unknown--
1753,1753,211064,93,0,0,0,0,0,0,0,0,0,unknown--
1754,1754,211064,94,0,0,0,0,0,0,0,0,0,unknown--
1755,1755,211064,95,0,0,0,0,0,0,0,0,0,unknown--
1756,1756,211065,40,0,0,0,0,0,0,0,0,0,unknown--
1757,1757,211065,41,0,0,0,0,0,0,0,0,0,unknown--
1758,1758,211065,42,0,0,0,0,0,0,0,0,0,unknown--
1759,1759,211065,43,0,0,0,0,0,0,0,0,0,unknown--
1760,1760,211065,44,0,0,0,0,0,0,0,0,0,unknown--
