,Unnamed: 0,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title
2137,2137,215022,43,Parotid ductal stenosis after facial cosmetic surgery (2 case reports),Lim JY(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Choi Jeong-Seok, Kim Young-Mo, Lim Jae-Yol",e15015,Article,MEDICINE,APR 2019,"Choi Jeong-Seok[Inha Univ], Kim Young-Mo[Inha Univ], Lim Jae-Yol[Yonsei Univ]",valid
2138,2138,215022,44,Guidelines for the Surgical Management of Oral Cancer: Korean Society of Thyroid-Head and Neck Surgery,"Lee GH(corresponding author), Chung PS(corresponding author)","KOREAN SOC OTORHINOLARYNGOL, DEPT OTORHINOLARYNGOL-HEAD & NECK SURG, SAMSUNG MED CTR, 50 ILWON-DONG, GANGNAM-GU, SEOUL, 135-710, SOUTH KOREA","Joo Young-Noon, Cho Jae-Keun, Koo Bon Seok, Kwon Minsu, Kwon Seong Keun, Kwon Soon Young, Kim Min-Su, Kim Jeong Kyu, Kim Heejin, Nam Innchul",107-144,Article,CLINICAL AND EXPERIMENTAL OTORHINOLARYNGOLOGY,MAY 2019,"Joo Young-Noon[Catholic Univ Korea], Cho Jae-Keun[Inje Univ], Koo Bon Seok[Chungnam Natl Univ], Kwon Minsu[Eulji Univ], Kwon Seong Keun[Seoul Natl Univ], Kwon Soon Young[Korea Univ], Kim Min-Su[CHA Univ], Kim Jeong Kyu[Catholic Univ Daegu], Kim Heejin[Hallym Univ], Nam Innchul[Catholic Univ Korea]",valid
2139,2139,215022,45,0,0,0,0,0,0,0,0,0,unknown--
2140,2140,215022,46,Tongue base varix as a source of oral bleeding A case report,Choi JS(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Kim Young-Mo, Kim Ji Won, Park In Suh, Choi Jeong-Seok",e16987,Article,MEDICINE,OCT 2019,"Kim Young-Mo[Inha Univ], Kim Ji Won[Inha Univ], Park In Suh[Inha Univ], Choi Jeong-Seok[Inha Univ]",valid
2141,2141,215022,48,Fucoidan attenuates radioiodine-induced salivary gland dysfunction in mice,Choi JS(corresponding author),"BMC, CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim Young-Mo, Kim Jeong Mi, Kim Ji Won, Choi Mi Eun, Kim Seok-Ki, Choi Jeong-Seok",198,Article,BMC ORAL HEALTH,AUG 30 2019,Kim Seok-Ki[Natl Canc Ctr],valid
2142,2142,215022,49,Association between salivary secretary function and laryngopharyngeal reflux: a prospective study,Choi JS(corresponding author),"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Kim Ji Won, Kim Hong-Ju, Park Ki-Ik, Kim Young-Mo, Choi Jeong-Seok",615-+,Article,ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY ORAL RADIOLOGY,DEC 2019,"Kim Ji Won[Inha Univ], Kim Hong-Ju[Inha Univ], Park Ki-Ik[Inha Univ], Kim Young-Mo[Inha Univ], Choi Jeong-Seok[Inha Univ]",valid
2143,2143,215022,50,Adipose-derived mesenchymal stem cells regenerate radioiodine-induced salivary gland damage in a murine model,Choi JS(corresponding author),"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim Ji Won, Kim Jeong Mi, Choi Mi E. Un, Kim Seok-Ki, Kim Young-Mo, Choi Jeong-Seok",15752,Article,SCIENTIFIC REPORTS,OCT 31 2019,"Kim Ji Won[Inha Univ], Kim Jeong Mi[Inha Univ], Choi Mi E. Un[Inha Univ], Kim Seok-Ki[Natl Canc Ctr], Kim Young-Mo[Inha Univ], Choi Jeong-Seok[Inha Univ]",valid
2144,2144,215022,53,Identification of new genes of pleomorphic adenoma,Jang JH(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Choi Jeong-Seok, Cho Byung Han, Kim Hong-Ju, Kim Young-Mo, Jang Jun-Hyeog",e18468,Article,MEDICINE,DEC 2019,"Choi Jeong-Seok[Inha Univ], Cho Byung Han[Inha Univ], Kim Hong-Ju[Inha Univ], Kim Young-Mo[Inha Univ], Jang Jun-Hyeog[Inha Univ]",valid
2145,2145,215023,90,Changes in microbial community associated with dechlorination of leftover chloroform in two-stage anaerobic Co-fermentation (H-2+CH4) of lipid-extracted microalgae waste with food waste leachate,Yun YM(corresponding author),"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Kim Dong-Hoon, Kang Seoktae, Yun Yeo-Myeong",2266-2273,Article; Proceedings Paper,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,JAN 22 2019,"Kim Dong-Hoon[Inha Univ], Kang Seoktae[Korea Adv Inst Sci & Technol]",valid
2146,2146,215023,91,Influence of the temperature and hydraulic retention time in bioelectrochemical anaerobic digestion of sewage sludge,Song YC(corresponding author),"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Feng Qing, Song Young-Chae, Kim Dong-Hyun, Kim Mi-Sun, Kim Dong-Hoon",2170-2179,Article; Proceedings Paper,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,JAN 22 2019,"Feng Qing[Qilu Univ Technol], Song Young-Chae[Korea Maritime & Ocean Univ], Kim Mi-Sun[Korea Inst Energy Res], Kim Dong-Hoon[Inha Univ]",valid
2147,2147,215023,92,Rheological properties of hydrogen fermented food waste,Kim DH(corresponding author),"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Kim Min-Gyun, Sivagurunathan Periyasamy, Lee Mo-Kwon, Im Seongwon, Shin Sang-Ryong, Choi Chang-Su, Kim Dong-Hoon",2239-2245,Article; Proceedings Paper,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,JAN 22 2019,"Kim Min-Gyun[Inha Univ], Sivagurunathan Periyasamy[Inha Univ], Lee Mo-Kwon[Inha Univ], Im Seongwon[Inha Univ], Shin Sang-Ryong[Inha Univ], Kim Dong-Hoon[Inha Univ]",valid
2148,2148,215023,93,Increased biodegradability of low-grade coal wastewater in anaerobic membrane bioreactor by adding yeast wastes,Kang S(corresponding author),"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD, 24-28 OVAL RD, LONDON NW1 7DX, ENGLAND","Yun Yeo-Myeong, Kim Myungchan, Kim Hyojeon, Kim Dong-Hoon, Kwon Eilhann E., Kang Seoktae",36-43,Article,JOURNAL OF ENVIRONMENTAL MANAGEMENT,MAR 15 2019,"Yun Yeo-Myeong[Chungbuk Natl Univ], Kim Hyojeon[Korea Adv Inst Sci & Technol], Kim Dong-Hoon[Inha Univ], Kwon Eilhann E.[Sejong Univ], Kang Seoktae[Korea Adv Inst Sci & Technol]",valid
2149,2149,215023,94,Enhanced anaerobic digestion of glycerol by promoting DIET reaction,Kim DH(corresponding author),"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Im Seongwon, Yun Yeo-Myeong, Song Young-Chae, Kim Dong-Hoon",18-26,Article,BIOCHEMICAL ENGINEERING JOURNAL,FEB 15 2019,"Im Seongwon[Inha Univ], Yun Yeo-Myeong[Chungbuk Natl Univ], Song Young-Chae[Korea Maritime & Ocean Univ], Kim Dong-Hoon[Inha Univ]",valid
2150,2150,215023,95,Effect of seaweed addition on enhanced anaerobic digestion of food waste and sewage sludge,Kim DH(corresponding author),"KOREAN SOC ENVIRONMENTAL ENGINEERS, 613-2, BULKWANG-DONG, EUNPYUNG-KU, SEOUL, 122-706, SOUTH KOREA","Shin Sang-Ryong, Lee Mo-Kwon, Im Seongwon, Kim Dong-Hoon",449-455,Article,ENVIRONMENTAL ENGINEERING RESEARCH,SEP 2019,"Shin Sang-Ryong[Inha Univ], Lee Mo-Kwon[Inha Univ], Im Seongwon[Inha Univ], Kim Dong-Hoon[Inha Univ]",valid
2151,2151,215023,96,Enhanced hydrogen fermentation by zero valent iron addition,Kim DH(corresponding author),"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Hwang Yuhoon, Sivagurunathan Periyasamy, Lee Mo-Kwon, Yun Yeo-Myeong, Song Young-Chae, Kim Dong-Hoon",3387-3394,Article; Proceedings Paper,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,FEB 4 2019,"Hwang Yuhoon[Seoul Natl Univ Sci & Technol], Sivagurunathan Periyasamy[Inha Univ], Lee Mo-Kwon[Inha Univ], Yun Yeo-Myeong[Korea Adv Inst Sci & Technol], Song Young-Chae[Korea Maritime & Ocean Univ], Kim Dong-Hoon[Inha Univ]",valid
2152,2152,215023,97,Effects of pig slurry acidification on methane emissions during storage and subsequent biogas production,Kim DH(corresponding author),"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Shin Sang-Ryong, Im Seongwon, Mostafa Alsayed, Lee Mo-Kwon, Yun Yeo-Myeong, Oh Sae-Eun, Kim Dong-Hoon",234-240,Article,WATER RESEARCH,APR 1 2019,"Shin Sang-Ryong[Inha Univ], Im Seongwon[Inha Univ], Mostafa Alsayed[Inha Univ], Lee Mo-Kwon[Inha Univ], Yun Yeo-Myeong[Chungbuk Natl Univ], Oh Sae-Eun[Hanbat Natl Univ], Kim Dong-Hoon[Inha Univ]",valid
2153,2153,215023,100,"Contribution of Yeast Extract, Activated Carbon, and an Electrostatic Field to Interspecies Electron Transfer for the Bioelectrochemical Conversion of Coal to Methane",Song YC(corresponding author),"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Piao Dong-Mei, Song Young-Chae, Oh Gyung-Geun, Kim Dong-Hoon, Bae Byung-Uk",4051,Article,ENERGIES,NOV 2019,"Piao Dong-Mei[Korea Maritime & Ocean Univ], Song Young-Chae[Korea Maritime & Ocean Univ], Oh Gyung-Geun[Korea Maritime & Ocean Univ], Kim Dong-Hoon[Inha Univ]",valid
2154,2154,215023,101,0,0,0,0,0,0,0,0,0,unknown--
2155,2155,215023,102,0,0,0,0,0,0,0,0,0,unknown--
2156,2156,215024,54,Squamous Cell Carcinoma on the Fingers of Orthopedic Surgeon Induced by Occupational Radiation Exposure,Byun JW(corresponding author),"KOREAN DERMATOLOGICAL ASSOC, 305 SEOCHO NASAN, SUITE OFFICE 1330-16, SEOCHO-2-DONG, SEOCHO-GU, SEOUL, 137-858, SOUTH KOREA","Yoon Hee Seong, Heo Ji Hye, Lee Si Hyub, Shin Jeonghyun, Choi Gwang Seong, Byun Ji Won",251-253,Editorial Material,ANNALS OF DERMATOLOGY,APR 2019,"Yoon Hee Seong[Inha Univ], Heo Ji Hye[Inha Univ], Lee Si Hyub[Inha Univ], Shin Jeonghyun[Inha Univ], Choi Gwang Seong[Inha Univ], Byun Ji Won[Inha Univ]",valid
2157,2157,215024,56,Periocular Lipogranuloma After Cryopreserved Fat Injection Into the Forehead,Heo JH(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Heo Ji Hye, Shin Jeonghyun, Choi Gwang Seong, Byun Ji Won",1723-1725,Letter,DERMATOLOGIC SURGERY,DEC 2019,"Heo Ji Hye[Inha Univ], Shin Jeonghyun[Inha Univ], Choi Gwang Seong[Inha Univ], Byun Ji Won[Inha Univ]",valid
2158,2158,215024,58,Treatment of Refractory Vitiligo With a Vellus Hair Punch Graft,Lee SH(corresponding author),"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Lee Si Hyub, Byun Ji Won, Shin Jeonghyun, Choi Gwang Seong",300-303,Letter,DERMATOLOGIC SURGERY,FEB 2019,"Lee Si Hyub[Inha Univ], Byun Ji Won[Inha Univ], Shin Jeonghyun[Inha Univ], Choi Gwang Seong[Inha Univ]",valid
2159,2159,215024,59,Therapeutic Effect of 308-nm Excimer Laser on Alopecia Areata in an Animal Model,Choi GS(corresponding author),"KOREAN DERMATOLOGICAL ASSOC, 305 SEOCHO NASAN, SUITE OFFICE 1330-16, SEOCHO-2-DONG, SEOCHO-GU, SEOUL, 137-858, SOUTH KOREA","Moon Jong Hyuk, Bang Chan Yl, Kang Min Ji, Yeom Seung Dohn, Yoon Hee Seong, Kim Hyo Jin, Byun Ji Won, Shin Jeonghyun, Choi Gwang Seong",463-466,Letter,ANNALS OF DERMATOLOGY,AUG 2019,"Moon Jong Hyuk[Inha Univ], Bang Chan Yl[Inha Univ], Kang Min Ji[Inha Univ], Yeom Seung Dohn[Inha Univ], Yoon Hee Seong[Inha Univ], Kim Hyo Jin[Inha Univ], Byun Ji Won[Inha Univ], Shin Jeonghyun[Inha Univ], Choi Gwang Seong[Inha Univ]",valid
2160,2160,215024,60,Therapeutic Effect of Glucosamine on an Atopic Dermatitis Animal Model,Choi GS(corresponding author),"KOREAN DERMATOLOGICAL ASSOC, 305 SEOCHO NASAN, SUITE OFFICE 1330-16, SEOCHO-2-DONG, SEOCHO-GU, SEOUL, 137-858, SOUTH KOREA","Yoon Hee Seong, Byun Ji Won, Shin Jeonghyun, Kim Young Hyo, Choi Gwang Seong",538-544,Article,ANNALS OF DERMATOLOGY,OCT 2019,"Yoon Hee Seong[Inha Univ], Byun Ji Won[Inha Univ], Shin Jeonghyun[Inha Univ], Kim Young Hyo[Inha Univ], Choi Gwang Seong[Inha Univ]",valid
2161,2161,215024,61,Pseudovascular squamous cell carcinoma: A review of the published work and reassessment of prognosis,Kiyohara T(corresponding author),"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Kiyohara Takahiro, Miyamoto Mari, Shijimaya Takako, Nagano Naoko, Nakamaru Sei, Makimura Kaoru, Tanimura Hirotsugu",1448-1451,Review,JOURNAL OF DERMATOLOGY,DEC 2018,"Kiyohara Takahiro[Kansai Med Univ], Miyamoto Mari[Kansai Med Univ], Shijimaya Takako[Kansai Med Univ], Nagano Naoko[Kansai Med Univ], Nakamaru Sei[Kansai Med Univ], Makimura Kaoru[Kansai Med Univ], Tanimura Hirotsugu[Kansai Med Univ]",invalid (0.54)
2162,2162,215024,62,N-myc downstream regulated gene 1 (NDRG1) promotes adipocyte differentiation in infantile hemangioma endothelial cells,0,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Byun J., An H., Choi G.",S26-S26,Meeting Abstract,JOURNAL OF INVESTIGATIVE DERMATOLOGY,MAY 2019,"Byun J.[Inha Univ], An H.[Inha Univ], Choi G.[Inha Univ]",valid
2163,2163,215024,63,"Clinical, pathologic, and immunologic features of pemphigus herpetiformis: a literature review and proposed diagnostic criteria",Keeling JH(corresponding author),"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Costa Lorena M. C., Cappel Mark A., Keeling James H.",997-1007,Review,INTERNATIONAL JOURNAL OF DERMATOLOGY,SEP 2019,"Costa Lorena M. C.[Mayo Clin], Cappel Mark A.[Mayo Clin], Keeling James H.[Mayo Clin]",invalid (0.41)
2164,2164,215025,35,Learning-Based Predictive Building Energy Model Using Weather Forecasts for Optimal Control of Domestic Energy Systems,"Lee KH(corresponding author), Kim EJ(corresponding author)","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Jeon Byung-Ki, Kim Eui-Jong, Shin Younggy, Lee Kyoung-Ho",147,Article,SUSTAINABILITY,JAN 1 2019,"Jeon Byung-Ki[Inha Univ], Kim Eui-Jong[Inha Univ], Shin Younggy[Sejong Univ], Lee Kyoung-Ho[Korea Inst Energy Res]",valid
2165,2165,215025,37,0,0,0,0,0,0,0,0,0,unknown--
2166,2166,215025,38,Fast and accurate district heating and cooling energy demand and load calculations using reduced-order modelling,Kim EJ(corresponding author),"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Kim Eui-Jong, He Xi, Roux Jean-Jacques, Johannes Kevyn, Kuznik Frederic",963-971,Article,APPLIED ENERGY,MAR 15 2019,"Kim Eui-Jong[Inha Univ], He Xi[Tongji Univ], Roux Jean-Jacques[Univ Lyon], Johannes Kevyn[Univ Lyon 1], Kuznik Frederic[Univ Lyon]",valid
2167,2167,215025,39,0,0,0,0,0,0,0,0,0,unknown--
2168,2168,215025,40,0,0,0,0,0,0,0,0,0,unknown--
2169,2169,215025,41,Field Test and Analysis of Energy-Saving Effects of Energy-Recovery Ventilators on Heat-Pump Electricity Consumption in a Classroom,Kim EJ(corresponding author),"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Choi Jae-Sol, Kim Eui-Jong",2069,Article,SUSTAINABILITY,APR 1 2019,"Choi Jae-Sol[Inha Univ], Kim Eui-Jong[Inha Univ]",valid
2170,2170,215025,42,Optimal Sizing of Irregularly Arranged Boreholes Using Duct-Storage Model,Kim EJ(corresponding author),"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Park Seung-Hoon, Kim Eui-Jong",4338,Article,SUSTAINABILITY,AUG 2019,"Park Seung-Hoon[Inha Univ], Kim Eui-Jong[Inha Univ]",valid
2171,2171,215025,43,A field study on application of infrared thermography for estimating mean radiant temperatures in large stadiums,Jo JH(corresponding author),"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Lee Dong-Seok, Kim Eui-Jong, Cho Young-Hum, Kang Joo-Won, Jo Jae-Hun",109360,Article,ENERGY AND BUILDINGS,NOV 1 2019,"Lee Dong-Seok[Inha Univ], Kim Eui-Jong[Inha Univ], Cho Young-Hum[Yeungnam Univ], Kang Joo-Won[Yeungnam Univ], Jo Jae-Hun[Inha Univ]",valid
2172,2172,215025,44,0,0,0,0,0,0,0,0,0,unknown--
2173,2173,215025,45,0,0,0,0,0,0,0,0,0,unknown--
2174,2174,215025,46,0,0,0,0,0,0,0,0,0,unknown--
2175,2175,215025,47,0,0,0,0,0,0,0,0,0,unknown--
2176,2176,215025,48,0,0,0,0,0,0,0,0,0,unknown--
2177,2177,215027,21,Virtual vs. actual body: applicability of anthropomorphic avatars to enhance exploratory creativity in architectural design education,Cho M(corresponding author),"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Hong Seung Wan, Park Jiyoung, Cho Minjung",520-527,Article,ARCHITECTURAL SCIENCE REVIEW,NOV 2 2019,"Hong Seung Wan[Inha Univ], Park Jiyoung[Inha Univ], Cho Minjung[Inha Univ]",valid
2178,2178,215027,23,0,0,0,0,0,0,0,0,0,unknown--
2179,2179,215027,24,Architectural design creativity in Multi-User Virtual Environment: A comparative analysis between remote collaboration media,El Antably A(corresponding author),"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Hong Seung Wan, El Antably Ahmed, Kalay Yehuda E.",826-844,Article,ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,JUN 2019,"Hong Seung Wan[Inha Univ], El Antably Ahmed[Arab Acad Sci Technol & Maritime Transport]",valid
2180,2180,215027,25,Behavioural responsiveness of virtual users for students' creative problem-finding in architectural design,Lee YG(corresponding author),"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Hong Seung Wan, Lee Yun Gil",238-247,Article,ARCHITECTURAL SCIENCE REVIEW,MAY 4 2019,"Hong Seung Wan[Inha Univ], Lee Yun Gil[Hoseo Univ]",valid
2181,2181,215028,26,"Platycodin D, a bioactive component of Platycodon grandiflorum, induces cancer cell death associated with extreme vacuolation",Kim HS(corresponding author),"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Jeon Daun, Kim Seung-Woo, Kim Hong Seok",118-127,Article,ANIMAL CELLS AND SYSTEMS,MAR 4 2019,"Jeon Daun[Inha Univ], Kim Seung-Woo[Inha Univ], Kim Hong Seok[Inha Univ]",valid
2182,2182,215028,27,"Anti-Inflammatory and Neuroprotective Effects of DIPOPA (N,N-Diisopropyl-2-Oxopropanamide), an Ethyl Pyruvate Bioisoster, in the Postischemic Brain","Yoon SH(corresponding author), Lee JK(corresponding author)","SPRINGER, 233 SPRING ST, NEW YORK, NY 10013 USA","Lee Hye-Kyung, Park Ju-Young, Lee Hahnbie, Kim Il-Doo, Kim Seung-Woo, Yoon Sung-Hwa, Lee Ja-Kyeong",523-537,Article,NEUROTHERAPEUTICS,APR 2019,"Park Ju-Young[Ajou Univ], Yoon Sung-Hwa[Ajou Univ]",valid
2183,2183,215028,28,0,0,0,0,0,0,0,0,0,unknown--
2184,2184,215030,26,Cyclic iRGD peptide as a dual-functional on-off gatekeeper of mesoporous nanocontainers for targeting NRP-1 and selective drug release triggered by conformational conversion,"Park HJ(corresponding author), Kim C(corresponding author)","ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Lee Jeonghun, Oh Eun-Taex, Lee Jinyoung, Kang Taehyeong, Kim Ha Gyeong, Kang Hansol, Park Heon Joo, Kim Chulhee",1517-1522,Article,NEW JOURNAL OF CHEMISTRY,JAN 21 2019,"Lee Jeonghun[Inha Univ], Oh Eun-Taex[Inha Univ], Lee Jinyoung[Inha Univ], Kang Taehyeong[Inha Univ], Kim Ha Gyeong[Inha Univ], Kang Hansol[Inha Univ], Park Heon Joo[Inha Univ], Kim Chulhee[Inha Univ]",valid
2185,2185,215030,27,Specific HER2 targeting and triggered drug release by conformational transformation of a dual-functional peptide gatekeeper on mesoporous nanocontainers,"Park HJ(corresponding author), Kim C(corresponding author)","ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Lee Jeonghun, Oh Eun-Taex, Kang Hansol, Kim Jiwon, Kim Ha Gyeong, Park Heon Joo, Kim Chulhee",11497-11502,Article,NEW JOURNAL OF CHEMISTRY,AUG 7 2019,"Lee Jeonghun[Inha Univ], Oh Eun-Taex[Inha Univ], Kang Hansol[Inha Univ], Kim Jiwon[Inha Univ], Kim Ha Gyeong[Inha Univ], Park Heon Joo[Inha Univ], Kim Chulhee[Inha Univ]",valid
2186,2186,215030,28,Quinacrine-Mediated Inhibition of Nrf2 Reverses Hypoxia-Induced 5-Fluorouracil Resistance in Colorectal Cancer,"Park HJ(corresponding author), Oh ET(corresponding author)","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Kim Ha Gyeong, Kim Chan Woo, Lee Don Haeng, Lee Jae-Seon, Oh Eun-Taex, Park Heon Joo",4366,Article,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,SEP 2 2019,"Kim Ha Gyeong[Inha Univ], Kim Chan Woo[Inha Univ], Lee Don Haeng[Inha Univ]",valid
2187,2187,215032,23,Interleaved Active Clamp Forward Converter With Extended Operating Duty Ratio by Adopting Additional Series-Connected Secondary Windings for Wide Input and High Current Output Applications,Baek JI(corresponding author),"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Youn Han-Shin, Baek Jae-Il, Kim Jae-Kuk",4423-4433,Article,IEEE TRANSACTIONS ON POWER ELECTRONICS,MAY 2019,"Youn Han-Shin[Hyundai Motor Co], Baek Jae-Il[Korea Adv Inst Sci & Technol], Kim Jae-Kuk[Inha Univ]",valid
2188,2188,215032,24,A New Standby Structure Integrated With Boost PFC Converter for Server Power Supply,Moon GW(corresponding author),"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Baek Jaeil, Kim Jae-Kuk, Lee Jae-Bum, Park Moo-Hyun, Moon Gun-Woo",5283-5293,Article,IEEE TRANSACTIONS ON POWER ELECTRONICS,JUN 2019,"Baek Jaeil[Princeton Univ], Kim Jae-Kuk[Inha Univ], Lee Jae-Bum[KNUT], Park Moo-Hyun[Korea Adv Inst Sci & Technol], Moon Gun-Woo[Korea Adv Inst Sci & Technol]",valid
2189,2189,215033,45,Copolymerization of simple methacrylates by Cu(0)-mediated reversible deactivation radical polymerization,"Kim M(corresponding author), Paeng K(corresponding author)","NATURE PUBLISHING GROUP, 75 VARICK ST, 9TH FLR, NEW YORK, NY 10013-1917 USA","Choe Jongwon, Lee Woo Jung, Jang Han Gyeol, Song Youngjoo, Sim Jae Hyun, Kim Jaewoo, Paeng Keewook, Kim Myungwoong",449-459,Article,POLYMER JOURNAL,MAY 2019,"Choe Jongwon[Inha Univ], Lee Woo Jung[Sungkyunkwan Univ], Jang Han Gyeol[KIST], Song Youngjoo[Inha Univ], Sim Jae Hyun[Hanyang Univ], Kim Jaewoo[KIST], Paeng Keewook[Sungkyunkwan Univ], Kim Myungwoong[Inha Univ]",valid
2190,2190,215033,46,Synthesis of Novel Palladium Complexes Containing beta-Diketonate and NHC Ligands and their Catalytic Ability for Addition Polymerizations of the Functional Norbornenes,Lee IM(corresponding author),"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Lee Dong Jin, Kim Myungwoong, Kim Chan Kyung, Lee Ik Mo",710-718,Article,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,JUL 2019,0,valid
2191,2191,215033,47,How Tethered Probes Report the Dynamics of a Polymer near the Glass Transition,"Paeng K(corresponding author), Kim M(corresponding author)","AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Choi Jiwon, Lee Soohyun, Choe Jongwon, Chung Yura, Lee Yae Eun, Kim Jisu, Kim Myungwoong, Paeng Keewook",1181-1186,Article,ACS MACRO LETTERS,SEP 2019,"Choi Jiwon[Sungkyunkwan Univ], Lee Soohyun[Sungkyunkwan Univ], Choe Jongwon[Inha Univ], Chung Yura[Sungkyunkwan Univ], Lee Yae Eun[Sungkyunkwan Univ], Kim Jisu[Inha Univ], Kim Myungwoong[Inha Univ], Paeng Keewook[Sungkyunkwan Univ]",valid
2192,2192,215033,48,Copolymerization Kinetics of a Simple Methacrylate and Functional Comonomers Via Cu(0)-mediated Reversible Deactivation Radical Polymerization,Kim M(corresponding author),"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Kim Jisu, Choe Jongwon, Son Dongwan, Kim Myungwoong",1013-1019,Article,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,OCT 2019,"Kim Jisu[Inha Univ], Choe Jongwon[Inha Univ], Son Dongwan[Inha Univ], Kim Myungwoong[Inha Univ]",valid
