,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,
1141,0,0,0,0,0,0,0,0,0,,0
1142,Culturing the ubiquitous freshwater actinobacterial acI lineage by supplying a biochemical 'helper' catalase,0,Cho JC,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim Suhyun, Kang Ilnam, Seo Ji-Hui, Cho Jang-Cheon",2252-2263,Article,ISME JOURNAL,Sep-19,,1
1143,"Genomic and metatranscriptomic analyses of carbon remineralization in an Antarctic polynya (vol 7, 29, 2019)",0,Rhee SK,"BMC, CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim So-Jeong, Kim Jong-Geol, Lee Sang-Hoon, Park Soo-Je, Gwak Joo-Han, Jung Man-Young, Chung Won-Hyung, Yang Eun-Jin, Park Jisoo, Jung Jinyoung",38,Correction,MICROBIOME,MAR 11 2019,,1
1144,"Nibricoccus aquaticus gen. nov., sp. nov., a new genus of the family Opitutaceae isolated from hyporheic freshwater",0,Choi A,"MICROBIOLOGY SOC, CHARLES DARWIN HOUSE, 12 ROGER ST, LONDON WC1N 2JU, ERKS, ENGLAND","Baek Kiwoon, Song Jaeho, Cho Jang-Cheon, Chung Eu Jin, Choi Ahyoung",552-557,Article,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,Feb-19,,1
1145,"Flavobacterium hydrophilum sp. nov. and Flavobacterium cheongpyeongense sp. nov., isolated from freshwater",0,Cho JC,"MICROBIOLOGY SOC, CHARLES DARWIN HOUSE, 12 ROGER ST, LONDON WC1N 2JU, ERKS, ENGLAND","Joung Yochan, Jang Hye-Jin, Song Jaeho, Cho Jang-Cheon",602-609,Article,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,Mar-19,,1
1146,0,0,0,0,0,0,0,0,0,,0
1147,"Donghaesulfins A and B, Dimeric Benz[a]anthracene Thioethers from Volcanic Island Derived Streptomyces sp.",0,Oh DC,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Bae Munhyung, An Joon Soo, Bae Eun Seo, Oh Jedo, Park So Hyun, Lim Yeonjung, Ban Yeon Hee, Kwon Yun, Cho Jang-Cheon, Yoon Yeo Joon",3635-3639,Article,ORGANIC LETTERS,MAY 17 2019,,1
1148,"Flavobacterium aquariorum sp. nov., isolated from freshwater of the North Han River",0,Cho JC,"MICROBIOLOGICAL SOCIETY KOREA, KOREA SCIENCE & TECHNOLOGY CENTER 803, 635-4 YEOGSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA","Joung Yochan, Jang Hye-Jin, Song Jaeho, Cho Jang-Cheon",343-349,Article,JOURNAL OF MICROBIOLOGY,May-19,,1
1149,"Genome analysis of Rubritalea profundi SAORIC-165(T), the first deep-sea verrucomicrobial isolate, from the northwestern Pacific Ocean",0,"Lee K, Cho JC","MICROBIOLOGICAL SOCIETY KOREA, KOREA SCIENCE & TECHNOLOGY CENTER 803, 635-4 YEOGSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA","Song Jaeho, Kang Ilnam, Joung Yochan, Yoshizawa Susumu, Kaneko Ryo, Oshima Kenshiro, Hattori Masahira, Hamasaki Koji, Kogure Kazuhiro, Kim Soochan",413-422,Article,JOURNAL OF MICROBIOLOGY,May-19,,1
1150,Spindle-shaped viruses infect marine ammoniaoxidizing thaumarchaea,0,Rhee SK,"NATL ACAD SCIENCES, 2101 CONSTITUTION AVE NW, WASHINGTON, DC 20418 USA","Kim Jong-Geol, Kim So-Jeong, Cvirkaite-Krupovic Virginija, Yu Woon-Jong, Gwak Joo-Han, Lopez-Perez Mario, Rodriguez-Valera Francisco, Krupovic Mart, Cho Jang-Cheon, Rhee Sung-Keun",15645-15650,Article,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 30 2019,,1
1151,"Sulfitobacter profundi sp. nov., isolated from deep seawater",0,Cho JC,"MICROBIOLOGICAL SOCIETY KOREA, KOREA SCIENCE & TECHNOLOGY CENTER 803, 635-4 YEOGSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA","Song Jaeho, Jang Hye-Jin, Joung Yochan, Kang Ilnam, Cho Jang-Cheon",661-667,Article,JOURNAL OF MICROBIOLOGY,Aug-19,,1
1152,"Isolation, cultivation, and genome analysis of proteorhodopsin-containing SAR116-clade strain Candidatus Puniceispirillum marinum IMCC1322",0,"Oh HM, Cho JC","MICROBIOLOGICAL SOCIETY KOREA, KOREA SCIENCE & TECHNOLOGY CENTER 803, 635-4 YEOGSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA","Lee Junhak, Kwon Kae Kyoung, Lim Seung-Il, Song Jaeho, Choi Ah Reum, Yang Sung-Hyun, Jung Kwang-Hwan, Lee Jung-Hyun, Kang Sung Gyun, Oh Hyun-Myung",676-687,Article,JOURNAL OF MICROBIOLOGY,Aug-19,,1
1153,"Isolation and genome analysis of Winogradskyella algicola sp. nov., the dominant bacterial species associated with the green alga Dunaliella tertiolecta",0,Cho JC,"MICROBIOLOGICAL SOCIETY KOREA, KOREA SCIENCE & TECHNOLOGY CENTER 803, 635-4 YEOGSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA","Song Jaeho, Lim Yeonjung, Jang Hye-Jin, Joung Yochan, Kang Ilnam, Hong Seong-Joo, Lee Choul-Gyun, Cho Jang-Cheon",982-990,Article,JOURNAL OF MICROBIOLOGY,Nov-19,,1
1154,"Rhodoferax lacus sp. nov., isolated from a large freshwater lake",0,Cho JC,"MICROBIOLOGY SOC, CHARLES DARWIN HOUSE, 12 ROGER ST, LONDON WC1N 2JU, ERKS, ENGLAND","Park Miri, Song Jaeho, Nam Gi Gyun, Cho Jang-Cheon",3128-3133,Article,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,Oct-19,,1
1155,"Pelagibacterium sediminicola sp. nov., isolated from tidal flat sediment",0,Cho JC,"MICROBIOLOGY SOC, CHARLES DARWIN HOUSE, 12 ROGER ST, LONDON WC1N 2JU, ERKS, ENGLAND","Jang Hye-Jin, Song Jaeho, Joung Yochan, Cho Jang-Cheon",2651-2657,Article,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,Sep-19,,1
1156,0,0,0,0,0,0,0,0,0,,0
1157,The coordinated action of RNase III and RNase G controls enolase expression in response to oxygen availability in Escherichia coli,0,"Ha NC, Lee K, Cho JC","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Lee Minho, Joo Minju, Sim Minji, Sim Se-Hoon, Kim Hyun-Lee, Lee Jaejin, Ryu Minkyung, Yeom Ji-Hyun, Hahn Yoonsoo, Ha Nam-Chul",17257,Article,SCIENTIFIC REPORTS,NOV 21 2019,,1
1158,0,0,0,0,0,0,0,0,0,,0
1159,"Allocative efficiency, potential cost savings, and power supply price markdown in Korean electric power sector",0,Lee M,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",Lee Myunghun,617-628,Article,ENERGY & ENVIRONMENT,Jun-19,,1
1160,0,0,0,0,0,0,0,0,0,,0
1161,0,0,0,0,0,0,0,0,0,,0
1162,0,0,0,0,0,0,0,0,0,,0
1163,0,0,0,0,0,0,0,0,0,,0
1164,Research on the Correlation between Regional Economy and Educational Investment Based on Coordinated Development Theory,0,Zhang JL,"EDAM, KISIKLI MH ALEMDAG CD YAN YOL SK, SBK IS MERKEZI NO 5, KAT 1 USKUDAR, ISTANBUL, 81190, TURKEY",Zhang Jilu,2547-2553,Article,EDUCATIONAL SCIENCES-THEORY & PRACTICE,Oct-18,,1
1165,0,0,0,0,0,0,0,0,0,,0
1166,0,0,0,0,0,0,0,0,0,,0
1167,0,0,0,0,0,0,0,0,0,,0
1168,0,0,0,0,0,0,0,0,0,,0
1169,0,0,0,0,0,0,0,0,0,,0
1170,0,0,0,0,0,0,0,0,0,,0
1171,0,0,0,0,0,0,0,0,0,,0
1172,0,0,0,0,0,0,0,0,0,,0
1173,0,0,0,0,0,0,0,0,0,,0
1174,0,0,0,0,0,0,0,0,0,,0
1175,0,0,0,0,0,0,0,0,0,,0
1176,Mesoporous Composite Membrane Based on Block Copolymer Self-Assembly,0,Kim SH,"POLYMER SOC KOREA, ROOM 601, HATCHON BUILDING, 831 YEOKSAM-DONG, KANGNAM-KU, SEOUL 135-792, SOUTH KOREA","Lee Jin Wook, Kim Jin Hoo, An Deuk Ju, Lee Jung Ki, Kim Nowon, Kim Seung Hyun",974-981,Article,MACROMOLECULAR RESEARCH,Oct-19,,1
1177,0,0,0,0,0,0,0,0,0,,0
1178,Video Quality Adaptation for Limiting Transcoding Energy Consumption in Video Servers,0,Song M,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Lee Dayoung, Lee Jungwoo, Song Minseok",126253-126264,Article,IEEE ACCESS,2019,,1
1179,Lifetime-aware solid-state disk (SSD) cache management for video servers,0,Song M,"SPRINGER, ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES","Lee Jungwoo, Han Hwangje, Lee Sungjin, Song Minseok",695-708,Article,MULTIMEDIA SYSTEMS,Dec-19,,1
1180,"The effect of periodic stratification on floc size distribution and its tidal and vertical variability: Geum Estuary, South Korea",0,Lee GH,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Figueroa Steven Miguel, Lee Guan-hong, Shin Hyun-Jung",187-198,Article,MARINE GEOLOGY,Jun-19,,1
1181,Stratification and salt-wedge in the Seomjin river estuary under the idealized tidal influence,0,Jang D,"KOREA OCEAN RESEARCH DEVELOPMENT INST, P O BOX 29, SEOUL, 425-600, SOUTH KOREA","Hwang Jin Hwan, Jang Dongmin, Kim Yong Hoon",469-487,Article,OCEAN SCIENCE JOURNAL,Dec-17,,1
1182,0,0,0,0,0,0,0,0,0,,0
1183,"Field investigation of siltation at a tidal harbor: North Port of Incheon, Korea",0,Shin HJ,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Lee Guan-hong, Shin Hyun-Jung, Kim Young Taeg, Dellapenna Timothy M., Kim Kuk Jin, Williams Joshua, Kim Seok-Yun, Figueroa Steven Miguel",1101-1120,Article,OCEAN DYNAMICS,Sep-19,,1
1184,0,0,0,0,0,0,0,0,0,,0
1185,0,0,0,0,0,0,0,0,0,,0
1186,0,0,0,0,0,0,0,0,0,,0
1187,0,0,0,0,0,0,0,0,0,,0
1188,0,0,0,0,0,0,0,0,0,,0
1189,Novel Approach to Inpatient Fall Risk Prediction and Its Cross-Site Validation Using Time-Variant Data,0,Cho I,"JMIR PUBLICATIONS, INC, 130 QUEENS QUAY E, STE 1102, TORONTO, ON M5A 0P6, CANADA","Cho Insook, Boo Eun-Hee, Chung Eunja, Bates David W., Dykes Patricia",e11505,Article,JOURNAL OF MEDICAL INTERNET RESEARCH,FEB 19 2019,,1
1190,0,0,0,0,0,0,0,0,0,,0
1191,0,0,0,0,0,0,0,0,0,,0
1192,Glucosamine improves survival in a mouse model of sepsis and attenuates sepsis-induced lung injury and inflammation,0,Han IO,"AMER SOC BIOCHEMISTRY MOLECULAR BIOLOGY INC, 11200 ROCKVILLE PIKE, SUITE 302, ROCKVILLE, MD, UNITED STATES","Hwang Ji-Sun, Kim Kyung-Hong, Park Jiwon, Kim Sang-Min, Cho Hyeongjin, Lee Yunkyoung, Han Inn-Oc",608-622,Article,JOURNAL OF BIOLOGICAL CHEMISTRY,JAN 11 2019,,1
1193,An alpha-lipoic acid-decursinol hybrid compound attenuates lipopolysaccharide-mediated inflammation in BV2 and RAW264.7 cells,0,Han IO,"KOREAN SOCIETY BIOCHEMISTRY & MOLECULAR BIOLOGY, KOREA SCIENCE & TECHNOLOGY CENTER, # 801, 635-4 , YEOKSAM-DONG, KANGNAM-KU, SEOUL, 135-703, SOUTH KOREA","Kwon Mi-Youn, Park Jiwon, Kim Sang-Min, Lee Jooweon, Cho Hyeongjin, Park Jeong-Ho, Han Inn-Oc",508-513,Article,BMB REPORTS,AUG 31 2019,,1
1194,A caffeic acid-ferulic acid hybrid compound attenuates lipopolysaccharide-mediated inflammation in BV2 and RAW264.7 cells,0,"Han IO, Park JH","ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","Kwon Mi-Youn, Kim Sang-Min, Park Jiwon, Lee Juwon, Cho Hyeongjin, Lee Haneul, Jeon Cheolmin, Park Jeong-Ho, Han Inn-Oc",565-571,Article,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,AUG 6 2019,,1
1195,0,0,0,0,0,0,0,0,0,,0
1196,Facile construction of MoO3@ZIF-8 core-shell nanorods for efficient photoreduction of aqueous Cr (VI),0,Park SJ,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Zhang Yifan, Park Soo-Jin",92-101,Article,APPLIED CATALYSIS B-ENVIRONMENTAL,Jan-19,,1
1197,Recent advanced thermal interfacial materials: A review of conducting mechanisms and parameters of carbon materials,0,"An KH, Park SJ","PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Zhang Yinhang, Heo Young-Jung, Son Yeong-Rae, In Insik, An Kay-Hyeok, Kim Byung-Joo, Park Soo-Jin",445-460,Review,CARBON,Feb-19,,1
1198,0,0,0,0,0,0,0,0,0,,0
1199,Preparation and characterization of carbon black/pitch-based carbon fiber paper composites for gas diffusion layers,0,"Rhee KY, Park SJ","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Heo Young-Jung, Park Mira, Kang Woo-Seok, Rhee Kyong Yop, Park Soo-Jin",362-368,Article,COMPOSITES PART B-ENGINEERING,FEB 15 2019,,1
1200,Optimization of the pore structure of PAN-based carbon fibers for enhanced supercapacitor performances via electrospinning,0,"Rhee KY, Park SJ","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Heo Young-Jung, Lee Hyo In, Lee Ji Won, Park Mira, Rhee Kyong Yop, Park Soo-Jin",10월 17일,Article,COMPOSITES PART B-ENGINEERING,MAR 15 2019,,1
1201,A modeling methodology to investigate the effect of interfacial adhesion on the yield strength of MMT reinforced nanocomposites,0,"Rhee KY, Park SJ","ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Zare Yasser, Rhee Kyong Yop, Park Soo-Jin",331-337,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,JAN 25 2019,,1
1202,Defining contribution of micropore size to hydrogen physisorption behaviors: A new approach based on DFT pore volumes,0,Park SJ,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Heo Young-Jung, Yeon Sun-Hwa, Park Soo-Jin",288-293,Article,CARBON,Mar-19,,1
1203,Fly-ash-incorporated electrospun zinc oxide nanofibers: Potential material for environmental remediation,0,"Park M, Park SJ","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Pant Bishweshwar, Ojha Gunendra Prasad, Kim Hak-Yong, Park Mira, Park Soo-Jin",163-172,Article,ENVIRONMENTAL POLLUTION,Feb-19,,1
1204,Improvement of thermal behaviors of biodegradable poly(lactic acid) polymer: A review,0,"Jin FL, Park SJ","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Jin Fan-Long, Hu Rong-Rong, Park Soo-Jin",287-296,Article,COMPOSITES PART B-ENGINEERING,MAY 1 2019,,1
1205,"Effect of Surface Modification on Thermal Stability, Flexural Properties, and Impact Strength of Epoxy/Graphene Nanocomposites",0,"Jin FL, Park SJ","WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Jin Fan-Long, Ma Chun-Liu, Guo Bao-Tian, Park Soo-Jin",991-996,Article,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,Oct-19,,1
1206,Preparation of Cu nanoparticles by a pulsed wire evaporation process for conductive ink applications,0,Park SJ,"INDIAN ACAD SCIENCES, C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE 560 080, INDIA","Lee Dong-Jin, Jin Fan-Long, Park Soo-Jin",49,Article,BULLETIN OF MATERIALS SCIENCE,Apr-19,,1
1207,Preparation and characterization of graphite/thermosetting composites,0,Park SJ,"INDIAN ACAD SCIENCES, C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE 560 080, INDIA","Chen Jie, Zhang Qi-Zhong, Hou Zhe-Sheng, Jin Fan-Long, Park Soo-Jin",153,Article,BULLETIN OF MATERIALS SCIENCE,Aug-19,,1
1208,Synthesis and application of a polymeric intumescent flame retardant for cotton fabric,0,Park SJ,"INDIAN ACAD SCIENCES, C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE 560 080, INDIA","Hao Fengling, Geng Weitao, Liu Qun, Dong Wei, Jin Fan-Long, Park Soo-Jin",216,Article,BULLETIN OF MATERIALS SCIENCE,Oct-19,,1
1209,Determination of the optimum porosity for 2-CEES adsorption by activated carbon fiber from various precursors,0,"An KH, Kim BJ, Park SJ","SPRINGER JAPAN KK, SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, 105-6005, JAPAN","Lee Hye-Min, Lee Byeong-Hoon, Kim Ju-Hwan, An Kay-Hyeok, Park Soo-Jin, Kim Byung-Joo",649-654,Article,CARBON LETTERS,Dec-19,,1
1210,Advanced Design and Synthesis of Composite Photocatalysts for the Remediation of Wastewater: A Review,0,Park SJ,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Ge Jianlong, Zhang Yifan, Heo Young-Jung, Park Soo-Jin",122,Review,CATALYSTS,Feb-19,,1
1211,Graphitic Carbon Nitride Materials for Photocatalytic Hydrogen Production via Water Splitting: A Short Review,0,Park SJ,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Mun Seong Jun, Park Soo-Jin",805,Review,CATALYSTS,Oct-19,,1
1212,Tunable nitrogen-doped microporous carbons: Delineating the role of optimum pore size for enhanced CO2 adsorption,0,Park SJ,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Rehman Adeela, Park Soo-Jin",731-742,Article,CHEMICAL ENGINEERING JOURNAL,APR 15 2019,,1
1213,Stabilization of dispersed CuPd bimetallic alloy nanoparticles on ZIF-8 for photoreduction of Cr(VI) in aqueous solution,0,Park SJ,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Zhang Yifan, Park Soo-Jin",353-362,Article,CHEMICAL ENGINEERING JOURNAL,AUG 1 2019,,1
1214,Effect of graphene oxide/carbon nanotube ratio on electrochemical behaviors of spongy bone-like reduced graphene oxide/carbon nanotube foam prepared by simple and green approach,0,Park SJ,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Son Yeong-Rae, Park Soo-Jin",1020-1029,Article,CHEMICAL ENGINEERING JOURNAL,OCT 1 2019,,1
1215,A study on pore development mechanism of activated carbons from polymeric precursor: Effects of carbonization temperature and nano crystallite formation,0,Kim BJ,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Lee Hye-Min, Chung Dong-Cheol, Jung Sang-Chul, An Kay-Hyeok, Park Soo-Jin, Kim Byung-Joo",120836,Article; Proceedings Paper,CHEMICAL ENGINEERING JOURNAL,DEC 1 2019,,1
1216,0,0,0,0,0,0,0,0,0,,0
1217,Recent Advances in TiO2 Films Prepared by Sol-Gel Methods for Photocatalytic Degradation of Organic Pollutants and Antibacterial Activities,0,"Park SJ, Park M","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Pant Bishweshwar, Park Mira, Park Soo-Jin",613,Review,COATINGS,Oct-19,,1
1218,Recent Progress in Additive Manufacturing of Fiber Reinforced Polymer Composite,0,Yeong WY,"WILEY, 111 RIVER ST, HOBOKEN, NJ 07030 USA","Goh Guo Dong, Yap Yee Ling, Agarwala Shweta, Yeong Wai Yee",1800271,Review,ADVANCED MATERIALS TECHNOLOGIES,Jan-19,,1
1219,0,0,0,0,0,0,0,0,0,,0
1220,Preparation and characterization of mesophase formation of pyrolysis fuel oil-derived binder pitches for carbon composites,0,Seo MK,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Yang Jae-Yeon, Kim Byoung-Suhk, Park Soo-Jin, Rhee Kyong Yop, Seo Min-Kang",467-472,Article,COMPOSITES PART B-ENGINEERING,MAY 15 2019,,1
1221,Influence of heat treatment temperature on structure and exothermic properties of electroless Ni-P plating carbon fiber heating elements,0,"Seo MK, Park SJ","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Choi Bo-kyung, Choi Woong-Ki, Rhee Kyong Yop, Park Soo-Jin, Seo Min-Kang",676-682,Article,COMPOSITES PART B-ENGINEERING,JUN 15 2019,,1
1222,0,0,0,0,0,0,0,0,0,,0
1223,Effects of ozonized carbon black on fracture and post-cracking toughness of carbon fiber-reinforced epoxy composites,0,"Rhee KY, Park SJ","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Kim Seong Hwang, Park Sang Jin, Rhee Kyong Yop, Park Soo-Jin",107379,Article,COMPOSITES PART B-ENGINEERING,NOV 15 2019,,1
1224,0,0,0,0,0,0,0,0,0,,0
1225,0,0,0,0,0,0,0,0,0,,0
1226,MoS2/CdS/TiO2 ternary composite incorporated into carbon nanofibers for the removal of organic pollutants from water,0,"Park M, Park SJ","ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Pant Bishweshwar, Park Mira, Park Soo-Jin",113-119,Article,INORGANIC CHEMISTRY COMMUNICATIONS,Apr-19,,1
1227,Chemically modified activated carbon decorated with MnO2 nanocomposites for improving lithium adsorption and recovery from aqueous media,0,Park SJ,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Kamran Urooj, Heo Young-Jung, Lee Ji Won, Park Soo-Jin",425-434,Article,JOURNAL OF ALLOYS AND COMPOUNDS,JUL 25 2019,,1
1228,Simple model for hydrolytic degradation of poly(lactic acid)/poly(ethylene oxide)/carbon nanotubes nanobiosensor in neutral phosphate-buffered saline solution,0,"Rhee KY, Park SJ","WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Zare Yasser, Rhee Kyong Y., Park Soo-Jin",2706-2717,Article,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,Dec-19,,1
1229,Stabilizing CuPd bimetallic alloy nanoparticles deposited on holey carbon nitride for selective hydroxylation of benzene to phenol,0,Park SJ,"ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","Zhang Yifan, Park Soo-Jin",154-163,Article,JOURNAL OF CATALYSIS,Nov-19,,1
1230,Synthesis of polyethylenimine-impregnated titanate nanotubes for CO2 capture: Influence of porosity and nitrogen content on amine-modified adsorbents,0,Park SJ,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Heo Young-Jung, Seong Dong Beom, Park Soo-Jin",472-478,Article,JOURNAL OF CO2 UTILIZATION,Dec-19,,1
1231,Environmental remediation by microporous carbon: An efficient contender for CO2 and methylene blue adsorption,0,Park SJ,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Rehman Adeela, Park Soo-Jin",656-667,Article,JOURNAL OF CO2 UTILIZATION,Dec-19,,1
1232,In vitro antiproliferative study of curcumin loaded nano zeolitic imidazolate framework hybrid biomaterials on HeLa cells,0,"Asif A, Rhee KY, Park SJ","ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Pillai Nisha G., Archana K., Rhee Kyong Yop, Park Soo-Jin, Asif A.",288-294,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,NOV 25 2019,,1
1233,Preparation and Characterization of Mesoporous TiO2 Sphere/g-C3N4 Nanosheets for Photocatalytic Behaviors,0,Park SJ,"AMER SCIENTIFIC PUBLISHERS, 26650 THE OLD RD, STE 208, VALENCIA, CA 91381-0751 USA","Seong Dong Beom, Park Soo-Jin",6247-6255,Article,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,Oct-19,,1
1234,0,0,0,0,0,0,0,0,0,,0
1235,Thermal and Mechanical Interfacial Behaviors of Graphene Oxide-Reinforced Epoxy Composites Cured by Thermal Latent Catalyst,0,Park SJ,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Riaz Shahina, Park Soo-Jin",1354,Article,MATERIALS,APR 2 2019,,1
1236,Recent Advances in Carbonaceous Photocatalysts with Enhanced Photocatalytic Performances: A Mini Review,0,Park SJ,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Ge Jianlong, Zhang Yifan, Park Soo-Jin",1916,Review,MATERIALS,JUN 2 2019,,1
1237,0,0,0,0,0,0,0,0,0,,0
1238,Functionalized Carbon Materials for Electronic Devices: A Review,0,Park SJ,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Kamran Urooj, Heo Young-Jung, Lee Ji Won, Park Soo-Jin",234,Review,MICROMACHINES,Apr-19,,1
1239,Fabrication of MoO3 Nanowire-Based Membrane Devices for the Selective Adsorption of Cationic Dyes from Aqueous Solutions with High Performance and Reusability,0,Park SJ,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Zhang Yifan, Park Soo-Jin",586,Article,MICROMACHINES,Sep-19,,1
1240,Carbon-Filled Organic Phase-Change Materials for Thermal Energy Storage: A Review,0,Park SJ,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Yang Guijun, Yim Yoon-Ji, Lee Ji Won, Heo Young-Jung, Park Soo-Jin",2055,Review,MOLECULES,JUN 1 2019,,1
1241,Mesopore-Rich Activated Carbons for Electrical Double-Layer Capacitors by Optimal Activation Condition,0,"An KH, Kim BJ, Park SJ","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Lee Hye-Min, An Kay-Hyeok, Park Soo-Jin, Kim Byung-Joo",608,Article,NANOMATERIALS,Apr-19,,1
